Data opsamlet af Aarhus Universitet. Institut for Miljoevidenskab <br> Data er kvalitetskontrolleret til 1. april 2021. Data efter denne dato er ikke manuelt kontrolleret og kan indeholde fejl <br>For yderligere information se https://envs.au.dk/faglige-omraader/luftforurening-udledninger-og-effekter/luftforurening/ eller kontakt Thomas Ellermann tel@envs.au.dk <br> <br>Gasser: NO2: Kvælstofdioxid µg/m<sup>3</sup>. NOx: Kvælstofoxider µg/m<sup>3</sup>. O3: Ozon µg/m<sup>3</sup>
Data fra Aalborg Tag
Recorded;NO2;NOx;O3;
17-02-2022 03:30:00;2.43;2.2;58.77;Data er manuelt kontrolleret
17-02-2022 03:00:00;2.98;2.81;57.24;Data er manuelt kontrolleret
17-02-2022 02:30:00;3.65;3.42;55.22;Data er manuelt kontrolleret
17-02-2022 02:00:00;4.93;5.09;;Data er manuelt kontrolleret
17-02-2022 01:30:00;2.31;2.16;73.12;Data er manuelt kontrolleret
17-02-2022 01:00:00;1.8;1.66;77.15;Data er manuelt kontrolleret
17-02-2022 00:30:00;1.7;1.7;79.13;Data er manuelt kontrolleret
17-02-2022 00:00:00;3.02;3.08;78.49;Data er manuelt kontrolleret
16-02-2022 23:30:00;2.54;2.64;80.23;Data er manuelt kontrolleret
16-02-2022 23:00:00;3.71;3.79;80.93;Data er manuelt kontrolleret
16-02-2022 22:30:00;2.89;3.25;80.33;Data er manuelt kontrolleret
16-02-2022 22:00:00;4.26;4.46;73.36;Data er manuelt kontrolleret
16-02-2022 21:30:00;4.65;5.07;73.52;Data er manuelt kontrolleret
16-02-2022 21:00:00;5.11;5.72;73.02;Data er manuelt kontrolleret
16-02-2022 20:30:00;5.85;6.12;72.16;Data er manuelt kontrolleret
16-02-2022 20:00:00;10.33;11.38;64.86;Data er manuelt kontrolleret
16-02-2022 19:30:00;15.3;16.03;54.56;Data er manuelt kontrolleret
16-02-2022 19:00:00;15.2;16.18;54.58;Data er manuelt kontrolleret
16-02-2022 18:30:00;14.86;15.99;56.76;Data er manuelt kontrolleret
16-02-2022 18:00:00;13.31;14.48;60.87;Data er manuelt kontrolleret
16-02-2022 17:30:00;19.58;21.25;59.17;Data er manuelt kontrolleret
16-02-2022 17:00:00;13.2;14.94;70.99;Data er manuelt kontrolleret
16-02-2022 16:30:00;12.37;14.06;73.9;Data er manuelt kontrolleret
16-02-2022 16:00:00;16.73;18.97;66.24;Data er manuelt kontrolleret
16-02-2022 15:30:00;20.35;22.38;61.53;Data er manuelt kontrolleret
16-02-2022 15:00:00;16.58;19.49;64.38;Data er manuelt kontrolleret
16-02-2022 14:30:00;11.23;13.08;71.45;Data er manuelt kontrolleret
16-02-2022 14:00:00;9.18;10.84;75.62;Data er manuelt kontrolleret
16-02-2022 13:30:00;8.97;10.79;73.1;Data er manuelt kontrolleret
16-02-2022 13:00:00;10.75;12.58;67.41;Data er manuelt kontrolleret
16-02-2022 12:30:00;11.74;14.23;68.77;Data er manuelt kontrolleret
16-02-2022 12:00:00;12.97;16.64;65.78;Data er manuelt kontrolleret
16-02-2022 11:30:00;15.07;20.81;55.34;Data er manuelt kontrolleret
16-02-2022 11:00:00;13.27;18.86;55.68;Data er manuelt kontrolleret
16-02-2022 10:30:00;13.87;18.93;54.7;Data er manuelt kontrolleret
16-02-2022 10:00:00;16.39;21.46;50.87;Data er manuelt kontrolleret
16-02-2022 09:30:00;17.71;21.65;49.21;Data er manuelt kontrolleret
16-02-2022 09:00:00;21.31;24.42;46.84;Data er manuelt kontrolleret
16-02-2022 08:30:00;22.57;26.62;48.02;Data er manuelt kontrolleret
16-02-2022 08:00:00;28.84;34.08;42.55;Data er manuelt kontrolleret
16-02-2022 07:30:00;18.19;20.9;53.66;Data er manuelt kontrolleret
16-02-2022 07:00:00;20.18;22.85;53.94;Data er manuelt kontrolleret
16-02-2022 06:30:00;11.07;12.22;64.14;Data er manuelt kontrolleret
16-02-2022 06:00:00;7.08;7.67;65.92;Data er manuelt kontrolleret
16-02-2022 05:30:00;5.79;5.91;67.12;Data er manuelt kontrolleret
16-02-2022 05:00:00;4.44;4.57;70.39;Data er manuelt kontrolleret
16-02-2022 04:30:00;3.14;2.96;71.63;Data er manuelt kontrolleret
16-02-2022 03:30:00;2.12;1.86;77.05;Data er manuelt kontrolleret
16-02-2022 03:00:00;1.95;1.91;80.17;Data er manuelt kontrolleret
16-02-2022 02:30:00;1.84;1.74;81.48;Data er manuelt kontrolleret
16-02-2022 02:00:00;1.26;0.94;84.14;Data er manuelt kontrolleret
16-02-2022 01:30:00;1.49;0.94;85.84;Data er manuelt kontrolleret
16-02-2022 01:00:00;1.42;1.38;;Data er manuelt kontrolleret
16-02-2022 00:30:00;2.77;2.64;81.74;Data er manuelt kontrolleret
16-02-2022 00:00:00;2.77;2.52;80.05;Data er manuelt kontrolleret
15-02-2022 23:30:00;3.48;3.42;78.81;Data er manuelt kontrolleret
15-02-2022 23:00:00;3.9;3.88;77.67;Data er manuelt kontrolleret
15-02-2022 22:30:00;4.15;4.46;74.24;Data er manuelt kontrolleret
15-02-2022 22:00:00;5.6;5.7;66.56;Data er manuelt kontrolleret
15-02-2022 21:30:00;6.04;6.43;63.56;Data er manuelt kontrolleret
15-02-2022 21:00:00;6.45;6.9;63.9;Data er manuelt kontrolleret
15-02-2022 20:30:00;5.41;5.64;65.82;Data er manuelt kontrolleret
15-02-2022 20:00:00;5.39;5.28;67.73;Data er manuelt kontrolleret
15-02-2022 19:30:00;6.18;6.83;69.07;Data er manuelt kontrolleret
15-02-2022 19:00:00;5.99;6.46;69.55;Data er manuelt kontrolleret
15-02-2022 18:30:00;7.4;8.3;68.39;Data er manuelt kontrolleret
15-02-2022 18:00:00;6.1;7.15;71.33;Data er manuelt kontrolleret
15-02-2022 17:30:00;8.11;9.03;71.37;Data er manuelt kontrolleret
15-02-2022 17:00:00;10.23;11.17;70.69;Data er manuelt kontrolleret
15-02-2022 16:30:00;9.31;10.48;74.52;Data er manuelt kontrolleret
15-02-2022 16:00:00;9.07;10.33;75.82;Data er manuelt kontrolleret
15-02-2022 15:30:00;7.86;9.18;78.75;Data er manuelt kontrolleret
15-02-2022 15:00:00;6.92;8.13;80.05;Data er manuelt kontrolleret
15-02-2022 14:30:00;7.1;8.28;79.71;Data er manuelt kontrolleret
15-02-2022 14:00:00;5.7;6.62;81.66;Data er manuelt kontrolleret
15-02-2022 13:30:00;3.94;4.93;82.46;Data er manuelt kontrolleret
15-02-2022 13:00:00;3.37;4;82.48;Data er manuelt kontrolleret
15-02-2022 12:30:00;3.81;4.8;79.87;Data er manuelt kontrolleret
15-02-2022 12:00:00;4.32;5.3;80.01;Data er manuelt kontrolleret
15-02-2022 11:30:00;6.08;7.42;77.03;Data er manuelt kontrolleret
15-02-2022 11:00:00;4.99;5.55;79.53;Data er manuelt kontrolleret
15-02-2022 10:30:00;5.99;6.66;78.35;Data er manuelt kontrolleret
15-02-2022 10:00:00;5.24;6.06;77.61;Data er manuelt kontrolleret
15-02-2022 09:30:00;6.31;7;74.86;Data er manuelt kontrolleret
15-02-2022 09:00:00;4.4;4.82;78.31;Data er manuelt kontrolleret
15-02-2022 08:30:00;7.36;8.19;73.64;Data er manuelt kontrolleret
15-02-2022 08:00:00;6.69;7.44;75.02;Data er manuelt kontrolleret
15-02-2022 07:30:00;6.02;6.9;74.64;Data er manuelt kontrolleret
15-02-2022 07:00:00;5.11;5.51;75.92;Data er manuelt kontrolleret
15-02-2022 06:30:00;4.09;4.4;77.49;Data er manuelt kontrolleret
15-02-2022 05:30:00;3.96;3.81;71.27;Data er manuelt kontrolleret
15-02-2022 05:00:00;4.23;4.48;67.1;Data er manuelt kontrolleret
15-02-2022 04:30:00;8.82;8.76;61.27;Data er manuelt kontrolleret
15-02-2022 04:00:00;2.93;3.06;67.26;Data er manuelt kontrolleret
15-02-2022 03:30:00;3.25;3.33;70.17;Data er manuelt kontrolleret
15-02-2022 03:00:00;3.44;3.44;;Data er manuelt kontrolleret
15-02-2022 02:30:00;3.44;3.46;73.88;Data er manuelt kontrolleret
15-02-2022 02:00:00;3.44;3.56;75.06;Data er manuelt kontrolleret
15-02-2022 01:30:00;3.37;3.29;76.89;Data er manuelt kontrolleret
15-02-2022 01:00:00;3.42;3.5;76.2;Data er manuelt kontrolleret
15-02-2022 00:30:00;3.61;3.94;76.87;Data er manuelt kontrolleret
15-02-2022 00:00:00;3.25;3.31;76.5;Data er manuelt kontrolleret
14-02-2022 23:30:00;3.23;3.56;77.29;Data er manuelt kontrolleret
14-02-2022 23:00:00;3;3.1;79.37;Data er manuelt kontrolleret
14-02-2022 22:30:00;2.41;2.6;80.63;Data er manuelt kontrolleret
14-02-2022 22:00:00;2.73;3.08;80.59;Data er manuelt kontrolleret
14-02-2022 21:30:00;2.51;2.35;82.1;Data er manuelt kontrolleret
14-02-2022 21:00:00;2.95;3.16;82.82;Data er manuelt kontrolleret
14-02-2022 20:30:00;3.14;3.5;79.83;Data er manuelt kontrolleret
14-02-2022 20:00:00;3.4;4.13;79.69;Data er manuelt kontrolleret
14-02-2022 19:30:00;3.58;3.86;78.73;Data er manuelt kontrolleret
14-02-2022 19:00:00;4.67;5.62;77.65;Data er manuelt kontrolleret
14-02-2022 18:30:00;5.95;6.54;75.6;Data er manuelt kontrolleret
14-02-2022 18:00:00;5.43;6.54;78.45;Data er manuelt kontrolleret
14-02-2022 17:30:00;6.08;7.21;72.78;Data er manuelt kontrolleret
14-02-2022 17:00:00;6.04;7.02;72.08;Data er manuelt kontrolleret
14-02-2022 16:30:00;6.35;7.34;71.17;Data er manuelt kontrolleret
14-02-2022 16:00:00;6.31;7;71.94;Data er manuelt kontrolleret
14-02-2022 15:30:00;8.53;10.21;70.91;Data er manuelt kontrolleret
14-02-2022 15:00:00;9.68;11.7;63.84;Data er manuelt kontrolleret
14-02-2022 14:30:00;14.9;18.03;52.25;Data er manuelt kontrolleret
14-02-2022 14:00:00;13.02;14.8;53.6;Data er manuelt kontrolleret
14-02-2022 13:30:00;10.63;12.47;55.12;Data er manuelt kontrolleret
14-02-2022 13:00:00;9.83;11.9;55.54;Data er manuelt kontrolleret
14-02-2022 12:30:00;14.48;17.4;51.65;Data er manuelt kontrolleret
14-02-2022 12:00:00;13.67;16.87;52.93;Data er manuelt kontrolleret
14-02-2022 11:30:00;14.27;16.93;52.69;Data er manuelt kontrolleret
14-02-2022 11:00:00;15.36;18.44;51.19;Data er manuelt kontrolleret
14-02-2022 10:30:00;14.11;15.99;52.87;Data er manuelt kontrolleret
14-02-2022 10:00:00;12.74;14.75;53.9;Data er manuelt kontrolleret
14-02-2022 09:30:00;11.84;13.23;54.58;Data er manuelt kontrolleret
14-02-2022 09:00:00;12.68;14.59;54.5;Data er manuelt kontrolleret
14-02-2022 08:30:00;15.19;17.88;51.93;Data er manuelt kontrolleret
14-02-2022 08:00:00;16.77;19.45;51.81;Data er manuelt kontrolleret
14-02-2022 07:30:00;18.65;21.78;49.99;Data er manuelt kontrolleret
14-02-2022 07:00:00;14.42;16.26;54.02;Data er manuelt kontrolleret
14-02-2022 06:30:00;10.52;11.49;57.44;Data er manuelt kontrolleret
14-02-2022 06:00:00;8.4;9.29;59.41;Data er manuelt kontrolleret
14-02-2022 05:30:00;6.16;6.39;61.83;Data er manuelt kontrolleret
14-02-2022 04:30:00;4.95;4.78;60.17;Data er manuelt kontrolleret
14-02-2022 04:00:00;4.7;4.78;60.61;Data er manuelt kontrolleret
14-02-2022 03:30:00;4.84;4.32;60.79;Data er manuelt kontrolleret
14-02-2022 03:00:00;4.97;4.84;60.53;Data er manuelt kontrolleret
14-02-2022 02:30:00;5.18;5.16;58.97;Data er manuelt kontrolleret
14-02-2022 02:00:00;5.66;5.62;;Data er manuelt kontrolleret
14-02-2022 01:30:00;6.81;6.88;51.79;Data er manuelt kontrolleret
14-02-2022 01:00:00;6.73;6.71;52.67;Data er manuelt kontrolleret
14-02-2022 00:30:00;6.46;6.66;54.14;Data er manuelt kontrolleret
14-02-2022 00:00:00;7.23;6.94;54.16;Data er manuelt kontrolleret
13-02-2022 23:30:00;7.06;6.66;54.62;Data er manuelt kontrolleret
13-02-2022 23:00:00;7.4;7.44;54.04;Data er manuelt kontrolleret
13-02-2022 22:30:00;7.71;7.88;53.94;Data er manuelt kontrolleret
13-02-2022 22:00:00;9.51;9.62;51.41;Data er manuelt kontrolleret
13-02-2022 21:30:00;8.93;9.22;50.89;Data er manuelt kontrolleret
13-02-2022 21:00:00;7.86;8.22;51.57;Data er manuelt kontrolleret
13-02-2022 20:30:00;8.07;8.36;50.67;Data er manuelt kontrolleret
13-02-2022 20:00:00;8.4;8.91;50.39;Data er manuelt kontrolleret
13-02-2022 19:30:00;8.49;9.2;44.3;Data er manuelt kontrolleret
13-02-2022 19:00:00;9.91;10.42;42.61;Data er manuelt kontrolleret
13-02-2022 18:30:00;10.4;11.26;42.07;Data er manuelt kontrolleret
13-02-2022 18:00:00;10.44;11.17;41.77;Data er manuelt kontrolleret
13-02-2022 17:30:00;12.05;13.41;39.97;Data er manuelt kontrolleret
13-02-2022 17:00:00;11.9;13.02;40.25;Data er manuelt kontrolleret
13-02-2022 16:30:00;12.3;13.88;39.57;Data er manuelt kontrolleret
13-02-2022 16:00:00;11.19;11.93;40.53;Data er manuelt kontrolleret
13-02-2022 15:30:00;10.29;11.3;41.43;Data er manuelt kontrolleret
13-02-2022 15:00:00;11.44;12.14;40.49;Data er manuelt kontrolleret
13-02-2022 14:30:00;11.91;13.41;39.83;Data er manuelt kontrolleret
13-02-2022 14:00:00;11.46;13.06;40.51;Data er manuelt kontrolleret
13-02-2022 13:30:00;11;12.91;41.11;Data er manuelt kontrolleret
13-02-2022 13:00:00;10.9;12.66;40.97;Data er manuelt kontrolleret
13-02-2022 12:30:00;11.48;13.23;41.53;Data er manuelt kontrolleret
13-02-2022 12:00:00;10.33;11.49;44.52;Data er manuelt kontrolleret
13-02-2022 11:30:00;8.64;9.29;47.82;Data er manuelt kontrolleret
13-02-2022 11:00:00;9.07;9.56;49.05;Data er manuelt kontrolleret
13-02-2022 10:30:00;8.85;9.24;51.17;Data er manuelt kontrolleret
13-02-2022 10:00:00;8.49;9.01;53.09;Data er manuelt kontrolleret
13-02-2022 09:30:00;7.1;7.34;56.1;Data er manuelt kontrolleret
13-02-2022 09:00:00;6.94;7.25;55.38;Data er manuelt kontrolleret
13-02-2022 08:30:00;6.25;6.62;55.68;Data er manuelt kontrolleret
13-02-2022 08:00:00;6.79;6.67;54.88;Data er manuelt kontrolleret
13-02-2022 07:30:00;6.73;6.73;54.12;Data er manuelt kontrolleret
13-02-2022 07:00:00;6.39;6.39;54.94;Data er manuelt kontrolleret
13-02-2022 06:30:00;5.97;5.99;56.2;Data er manuelt kontrolleret
13-02-2022 06:00:00;6.25;6.2;57;Data er manuelt kontrolleret
13-02-2022 05:30:00;5.72;5.87;57.86;Data er manuelt kontrolleret
13-02-2022 05:00:00;5.53;5.57;59.05;Data er manuelt kontrolleret
13-02-2022 04:30:00;5.05;4.82;60.57;Data er manuelt kontrolleret
13-02-2022 03:30:00;5.41;5.58;62.17;Data er manuelt kontrolleret
13-02-2022 03:00:00;5.78;5.89;62.68;Data er manuelt kontrolleret
13-02-2022 02:30:00;5.97;6.14;63.44;Data er manuelt kontrolleret
13-02-2022 02:00:00;6.52;6.45;63.2;Data er manuelt kontrolleret
13-02-2022 01:30:00;7.13;7.48;62.33;Data er manuelt kontrolleret
13-02-2022 01:00:00;7.88;7.88;;Data er manuelt kontrolleret
13-02-2022 00:30:00;8.34;8.22;61.05;Data er manuelt kontrolleret
13-02-2022 00:00:00;8.47;8.97;61.67;Data er manuelt kontrolleret
12-02-2022 23:30:00;8.07;8.32;61.75;Data er manuelt kontrolleret
12-02-2022 23:00:00;8.09;8.07;62.35;Data er manuelt kontrolleret
12-02-2022 22:30:00;8.55;8.93;61.25;Data er manuelt kontrolleret
12-02-2022 22:00:00;9.07;9.31;60.35;Data er manuelt kontrolleret
12-02-2022 21:30:00;7.99;8.3;61.25;Data er manuelt kontrolleret
12-02-2022 21:00:00;7.92;8.36;63.26;Data er manuelt kontrolleret
12-02-2022 20:30:00;7.54;7.61;64.62;Data er manuelt kontrolleret
12-02-2022 20:00:00;8.07;8.68;64.44;Data er manuelt kontrolleret
12-02-2022 19:30:00;8.05;8.45;64.7;Data er manuelt kontrolleret
12-02-2022 19:00:00;7.8;8.59;65.6;Data er manuelt kontrolleret
12-02-2022 18:30:00;7.99;8.22;66.26;Data er manuelt kontrolleret
12-02-2022 18:00:00;8.24;8.87;65.34;Data er manuelt kontrolleret
12-02-2022 17:30:00;8.45;9.37;64.78;Data er manuelt kontrolleret
12-02-2022 17:00:00;9.28;9.94;63.84;Data er manuelt kontrolleret
12-02-2022 16:30:00;8.93;9.73;64.12;Data er manuelt kontrolleret
12-02-2022 16:00:00;9.51;10.84;63.12;Data er manuelt kontrolleret
12-02-2022 15:30:00;8.15;9.1;65.62;Data er manuelt kontrolleret
12-02-2022 15:00:00;7.82;8.57;66.44;Data er manuelt kontrolleret
12-02-2022 14:30:00;7.86;8.74;66.82;Data er manuelt kontrolleret
12-02-2022 14:00:00;8.01;9.47;67.81;Data er manuelt kontrolleret
12-02-2022 13:30:00;7.48;9.14;68.53;Data er manuelt kontrolleret
12-02-2022 13:00:00;7.54;9.39;68.99;Data er manuelt kontrolleret
12-02-2022 12:30:00;6.2;7.44;70.17;Data er manuelt kontrolleret
12-02-2022 12:00:00;5.43;6.62;71.03;Data er manuelt kontrolleret
12-02-2022 11:30:00;4.59;5.79;72.62;Data er manuelt kontrolleret
12-02-2022 11:00:00;4.63;5.51;72.76;Data er manuelt kontrolleret
12-02-2022 10:30:00;4.76;6.35;71.51;Data er manuelt kontrolleret
12-02-2022 10:00:00;4.76;5.68;71.55;Data er manuelt kontrolleret
12-02-2022 09:30:00;4.13;4.59;73.68;Data er manuelt kontrolleret
12-02-2022 09:00:00;4.07;4.9;73.76;Data er manuelt kontrolleret
12-02-2022 08:30:00;5.09;6.04;70.81;Data er manuelt kontrolleret
12-02-2022 08:00:00;3.65;4.11;72.66;Data er manuelt kontrolleret
12-02-2022 07:30:00;3.77;4.21;72.58;Data er manuelt kontrolleret
12-02-2022 07:00:00;3.23;3.31;69.89;Data er manuelt kontrolleret
12-02-2022 06:30:00;3.52;3.77;67.55;Data er manuelt kontrolleret
12-02-2022 05:30:00;3.5;3.56;70.45;Data er manuelt kontrolleret
12-02-2022 05:00:00;3.48;3.23;71.43;Data er manuelt kontrolleret
12-02-2022 04:30:00;1.91;2.1;74.64;Data er manuelt kontrolleret
12-02-2022 04:00:00;1.93;1.63;74.36;Data er manuelt kontrolleret
12-02-2022 03:30:00;1.76;1.68;75.5;Data er manuelt kontrolleret
12-02-2022 03:00:00;1.74;1.82;;Data er manuelt kontrolleret
12-02-2022 02:30:00;1.99;2.07;75.9;Data er manuelt kontrolleret
12-02-2022 02:00:00;2.16;2.16;72.66;Data er manuelt kontrolleret
12-02-2022 01:30:00;1.93;1.91;75.68;Data er manuelt kontrolleret
12-02-2022 01:00:00;2.72;2.68;77.35;Data er manuelt kontrolleret
12-02-2022 00:30:00;2.89;2.96;77.13;Data er manuelt kontrolleret
12-02-2022 00:00:00;3.29;2.87;73.08;Data er manuelt kontrolleret
11-02-2022 23:30:00;3.02;2.62;73.18;Data er manuelt kontrolleret
11-02-2022 23:00:00;4.44;4.48;72.82;Data er manuelt kontrolleret
11-02-2022 22:30:00;4.53;4.65;73.82;Data er manuelt kontrolleret
11-02-2022 22:00:00;4.99;5.14;73.66;Data er manuelt kontrolleret
11-02-2022 21:30:00;6.16;6.5;75.04;Data er manuelt kontrolleret
11-02-2022 21:00:00;8.57;8.78;71.51;Data er manuelt kontrolleret
11-02-2022 20:30:00;6.62;6.9;72.28;Data er manuelt kontrolleret
11-02-2022 20:00:00;7.04;7.19;71.27;Data er manuelt kontrolleret
11-02-2022 19:30:00;7.54;7.54;72.5;Data er manuelt kontrolleret
11-02-2022 19:00:00;8.84;8.61;72.2;Data er manuelt kontrolleret
11-02-2022 18:30:00;8.47;8.78;73.08;Data er manuelt kontrolleret
11-02-2022 18:00:00;8.15;8.45;73.02;Data er manuelt kontrolleret
11-02-2022 17:30:00;8.74;8.74;72.16;Data er manuelt kontrolleret
11-02-2022 17:00:00;9.07;9.31;72.14;Data er manuelt kontrolleret
11-02-2022 16:30:00;7.73;8.24;75.22;Data er manuelt kontrolleret
11-02-2022 16:00:00;9.18;10.04;75.1;Data er manuelt kontrolleret
11-02-2022 15:30:00;6.01;6.87;78.83;Data er manuelt kontrolleret
11-02-2022 15:00:00;6.04;7.11;79.69;Data er manuelt kontrolleret
11-02-2022 14:30:00;5.97;7.06;79.17;Data er manuelt kontrolleret
11-02-2022 14:00:00;5.55;7.1;80.29;Data er manuelt kontrolleret
11-02-2022 13:30:00;3.86;4.86;82.3;Data er manuelt kontrolleret
11-02-2022 13:00:00;4.67;6.1;82;Data er manuelt kontrolleret
11-02-2022 12:30:00;3.63;4.63;82.74;Data er manuelt kontrolleret
11-02-2022 12:00:00;4.61;6.02;81.76;Data er manuelt kontrolleret
11-02-2022 11:30:00;3.75;4.67;82.94;Data er manuelt kontrolleret
11-02-2022 11:00:00;3.25;4.05;84.3;Data er manuelt kontrolleret
11-02-2022 10:30:00;5.32;6.29;81.05;Data er manuelt kontrolleret
11-02-2022 10:00:00;7.13;8.64;78.27;Data er manuelt kontrolleret
11-02-2022 09:30:00;10.35;12.14;72.36;Data er manuelt kontrolleret
11-02-2022 09:00:00;10.84;12.13;70.99;Data er manuelt kontrolleret
11-02-2022 08:30:00;13.27;15.09;68.31;Data er manuelt kontrolleret
11-02-2022 08:00:00;14.02;15.17;67.43;Data er manuelt kontrolleret
11-02-2022 07:30:00;15.57;16.91;64.98;Data er manuelt kontrolleret
11-02-2022 07:00:00;14.71;15.47;63.9;Data er manuelt kontrolleret
11-02-2022 06:30:00;12.57;13.08;64.14;Data er manuelt kontrolleret
11-02-2022 06:00:00;8.66;8.64;65.92;Data er manuelt kontrolleret
11-02-2022 05:30:00;6.25;6.06;64.9;Data er manuelt kontrolleret
11-02-2022 04:30:00;3.92;4.63;61.99;Data er manuelt kontrolleret
11-02-2022 04:00:00;3.65;3.94;63.02;Data er manuelt kontrolleret
11-02-2022 03:30:00;3.67;4.36;61.05;Data er manuelt kontrolleret
11-02-2022 03:00:00;3.23;4.02;59.21;Data er manuelt kontrolleret
11-02-2022 02:30:00;2.72;3.52;65.64;Data er manuelt kontrolleret
11-02-2022 01:30:00;1.51;2.12;72.34;Data er manuelt kontrolleret
11-02-2022 01:00:00;1.66;2.39;72.94;Data er manuelt kontrolleret
11-02-2022 00:30:00;1.76;2.49;73.24;Data er manuelt kontrolleret
11-02-2022 00:00:00;2.01;2.85;74.48;Data er manuelt kontrolleret
10-02-2022 23:30:00;2.98;3.48;72.54;Data er manuelt kontrolleret
10-02-2022 23:00:00;3.33;4.26;72.44;Data er manuelt kontrolleret
10-02-2022 22:30:00;3.77;4.65;73.7;Data er manuelt kontrolleret
10-02-2022 22:00:00;5.14;5.87;76.08;Data er manuelt kontrolleret
10-02-2022 21:30:00;4.48;5.13;77.27;Data er manuelt kontrolleret
10-02-2022 21:00:00;5.72;6.31;74.54;Data er manuelt kontrolleret
10-02-2022 20:30:00;4.25;5.18;77.27;Data er manuelt kontrolleret
10-02-2022 20:00:00;4.84;5.36;78.07;Data er manuelt kontrolleret
10-02-2022 19:30:00;5.07;5.78;77.03;Data er manuelt kontrolleret
10-02-2022 19:00:00;4.53;5.36;76.58;Data er manuelt kontrolleret
10-02-2022 18:30:00;5.09;5.45;79.41;Data er manuelt kontrolleret
10-02-2022 18:00:00;4.88;5.72;82.5;Data er manuelt kontrolleret
10-02-2022 17:30:00;4.13;5.07;83.58;Data er manuelt kontrolleret
10-02-2022 17:00:00;4.15;4.9;81.5;Data er manuelt kontrolleret
10-02-2022 16:30:00;5.09;6.04;76.16;Data er manuelt kontrolleret
10-02-2022 16:00:00;4.51;5.47;79.13;Data er manuelt kontrolleret
10-02-2022 15:30:00;5.81;7.71;76.81;Data er manuelt kontrolleret
10-02-2022 15:00:00;5.39;6.81;77.23;Data er manuelt kontrolleret
10-02-2022 14:30:00;4.34;5.64;78.17;Data er manuelt kontrolleret
10-02-2022 14:00:00;6.67;8.01;76.79;Data er manuelt kontrolleret
10-02-2022 13:30:00;3.81;5.13;81.36;Data er manuelt kontrolleret
10-02-2022 13:00:00;4.38;5.87;76.93;Data er manuelt kontrolleret
10-02-2022 12:30:00;3.35;4.49;78.57;Data er manuelt kontrolleret
10-02-2022 12:00:00;3.37;4.86;78.27;Data er manuelt kontrolleret
10-02-2022 11:30:00;5.24;7.32;73.08;Data er manuelt kontrolleret
10-02-2022 11:00:00;5.91;7.32;70.79;Data er manuelt kontrolleret
10-02-2022 10:30:00;5.95;7.55;72.6;Data er manuelt kontrolleret
10-02-2022 10:00:00;9.64;14.55;67.65;Data er manuelt kontrolleret
10-02-2022 09:30:00;;;61.39;Data er manuelt kontrolleret
10-02-2022 09:00:00;;;69.01;Data er manuelt kontrolleret
10-02-2022 08:30:00;;;63.84;Data er manuelt kontrolleret
10-02-2022 08:00:00;16.91;19.62;60.35;Data er manuelt kontrolleret
10-02-2022 07:30:00;19.07;22.36;57.36;Data er manuelt kontrolleret
10-02-2022 07:00:00;11.07;12.93;65.3;Data er manuelt kontrolleret
10-02-2022 06:30:00;6.23;7.44;71.93;Data er manuelt kontrolleret
10-02-2022 06:00:00;4.84;5.83;74.06;Data er manuelt kontrolleret
10-02-2022 05:30:00;4.4;5.03;75.56;Data er manuelt kontrolleret
10-02-2022 05:00:00;4;4.65;74;Data er manuelt kontrolleret
10-02-2022 04:30:00;4.4;4.7;76.52;Data er manuelt kontrolleret
10-02-2022 03:30:00;1.09;0.98;80.79;Data er manuelt kontrolleret
10-02-2022 03:00:00;1.09;0.82;80.95;Data er manuelt kontrolleret
10-02-2022 02:30:00;1.64;1.45;78.39;Data er manuelt kontrolleret
10-02-2022 02:00:00;1.74;1.63;77.97;Data er manuelt kontrolleret
10-02-2022 01:30:00;1.76;1.34;78.99;Data er manuelt kontrolleret
10-02-2022 01:00:00;1.66;1.07;;Data er manuelt kontrolleret
10-02-2022 00:30:00;1.84;1.64;79.77;Data er manuelt kontrolleret
10-02-2022 00:00:00;1.93;1.72;79.59;Data er manuelt kontrolleret
09-02-2022 23:30:00;1.49;1.05;79.93;Data er manuelt kontrolleret
09-02-2022 23:00:00;2.58;2.33;78.45;Data er manuelt kontrolleret
09-02-2022 22:30:00;1.76;1.63;79.37;Data er manuelt kontrolleret
09-02-2022 22:00:00;2.43;2.28;78.89;Data er manuelt kontrolleret
09-02-2022 21:30:00;1.47;1.22;80.03;Data er manuelt kontrolleret
09-02-2022 21:00:00;2.2;2.01;78.49;Data er manuelt kontrolleret
09-02-2022 20:30:00;2.37;2.35;78.55;Data er manuelt kontrolleret
09-02-2022 20:00:00;3.37;3.52;78.15;Data er manuelt kontrolleret
09-02-2022 19:30:00;3.16;3.31;78.47;Data er manuelt kontrolleret
09-02-2022 19:00:00;4.38;4.28;75.84;Data er manuelt kontrolleret
09-02-2022 18:30:00;5.03;5.07;76.24;Data er manuelt kontrolleret
09-02-2022 18:00:00;5.49;5.36;75.46;Data er manuelt kontrolleret
09-02-2022 17:30:00;6.96;7.11;74.56;Data er manuelt kontrolleret
09-02-2022 17:00:00;4.92;4.99;79.11;Data er manuelt kontrolleret
09-02-2022 16:30:00;4.07;4.07;78.13;Data er manuelt kontrolleret
09-02-2022 16:00:00;4.65;4.9;78.19;Data er manuelt kontrolleret
09-02-2022 15:30:00;3.84;4.26;79.35;Data er manuelt kontrolleret
