Data opsamlet af Aarhus Universitet. Institut for Miljoevidenskab <br> Data er kvalitetskontrolleret til 1. april 2021. Data efter denne dato er ikke manuelt kontrolleret og kan indeholde fejl <br>For yderligere information se https://envs.au.dk/faglige-omraader/luftforurening-udledninger-og-effekter/luftforurening/ eller kontakt Thomas Ellermann tel@envs.au.dk <br> <br>Gasser: NO2: Kvælstofdioxid µg/m<sup>3</sup>. NOx: Kvælstofoxider µg/m<sup>3</sup>. O3: Ozon µg/m<sup>3</sup>
Data fra Aalborg Tag
Recorded;CO;NO2;SO2;NOx;
21-02-2022 23:30:00;0.14;6.62;0;8.63;Data er manuelt kontrolleret
21-02-2022 23:00:00;0.15;23.83;0;28.23;Data er manuelt kontrolleret
21-02-2022 22:30:00;0.17;16.28;0;22.68;Data er manuelt kontrolleret
21-02-2022 22:00:00;0.19;23.87;0;33.76;Data er manuelt kontrolleret
21-02-2022 21:30:00;0.19;17.23;0;23.43;Data er manuelt kontrolleret
21-02-2022 21:00:00;0.16;17.75;0;24.04;Data er manuelt kontrolleret
21-02-2022 20:30:00;0.19;15.17;0;21.31;Data er manuelt kontrolleret
21-02-2022 20:00:00;0.22;35.97;0.03;63.28;Data er manuelt kontrolleret
21-02-2022 19:30:00;0.19;20.64;0;31.94;Data er manuelt kontrolleret
21-02-2022 19:00:00;0.23;24.15;0.35;69.98;Data er manuelt kontrolleret
21-02-2022 18:30:00;0.23;23.66;0;38.17;Data er manuelt kontrolleret
21-02-2022 18:00:00;0.22;22.59;0;48.48;Data er manuelt kontrolleret
21-02-2022 17:30:00;0.2;17.14;0;30.7;Data er manuelt kontrolleret
21-02-2022 17:00:00;0.2;14.21;0;21.55;Data er manuelt kontrolleret
21-02-2022 16:30:00;0.19;11.74;0;18.63;Data er manuelt kontrolleret
21-02-2022 16:00:00;0.17;8.91;0;14.78;Data er manuelt kontrolleret
21-02-2022 15:30:00;0.19;7.9;0.03;13.64;Data er manuelt kontrolleret
21-02-2022 15:00:00;0.17;8.89;0.03;15.38;Data er manuelt kontrolleret
21-02-2022 14:30:00;0.16;8.57;0.19;14.48;Data er manuelt kontrolleret
21-02-2022 14:00:00;0.17;8.63;0.29;18.61;Data er manuelt kontrolleret
21-02-2022 13:30:00;0.15;7.5;0.19;13.5;Data er manuelt kontrolleret
21-02-2022 13:00:00;0.16;8.49;0.16;17.96;Data er manuelt kontrolleret
21-02-2022 12:30:00;0.17;11;0.08;20.58;Data er manuelt kontrolleret
21-02-2022 12:00:00;0.16;11.38;0.19;22.28;Data er manuelt kontrolleret
21-02-2022 11:30:00;0.15;6.9;0.16;13.46;Data er manuelt kontrolleret
21-02-2022 11:00:00;0.15;8.41;0.16;16.64;Data er manuelt kontrolleret
21-02-2022 10:30:00;0.15;10.33;0.16;18.21;Data er manuelt kontrolleret
21-02-2022 10:00:00;0.15;11.23;0.16;17.31;Data er manuelt kontrolleret
21-02-2022 09:30:00;0.15;8.3;0.08;12.05;Data er manuelt kontrolleret
21-02-2022 09:00:00;0.14;9.91;0.08;15.8;Data er manuelt kontrolleret
21-02-2022 08:30:00;0.17;13.69;0.13;22.87;Data er manuelt kontrolleret
21-02-2022 08:00:00;0.2;16.5;0;29.01;Data er manuelt kontrolleret
21-02-2022 07:30:00;0.21;17.86;0;32.11;Data er manuelt kontrolleret
21-02-2022 07:00:00;0.22;17.25;0;30.91;Data er manuelt kontrolleret
21-02-2022 06:30:00;0.2;15.22;0.05;25.59;Data er manuelt kontrolleret
21-02-2022 06:00:00;0.19;12.57;0.11;22.26;Data er manuelt kontrolleret
21-02-2022 05:30:00;0.19;6.83;0.05;12.41;Data er manuelt kontrolleret
21-02-2022 05:00:00;0.19;3.52;0.05;4.69;Data er manuelt kontrolleret
21-02-2022 04:30:00;0.17;2.54;0.13;2.95;Data er manuelt kontrolleret
21-02-2022 03:30:00;0.21;1.51;0.53;1.13;Data er manuelt kontrolleret
21-02-2022 03:00:00;0.24;1.89;0.61;2.31;Data er manuelt kontrolleret
21-02-2022 02:30:00;0.24;1.13;0.56;1.24;Data er manuelt kontrolleret
21-02-2022 01:30:00;0.27;3.14;0.4;3.6;Data er manuelt kontrolleret
21-02-2022 01:00:00;0.28;4.9;0.48;5.55;Data er manuelt kontrolleret
21-02-2022 00:30:00;0.29;4.02;0.53;4.99;Data er manuelt kontrolleret
21-02-2022 00:00:00;0.28;2.28;0.53;3.23;Data er manuelt kontrolleret
20-02-2022 23:30:00;0.31;8.51;0.48;12.13;Data er manuelt kontrolleret
20-02-2022 23:00:00;0.41;17.38;0.61;27.16;Data er manuelt kontrolleret
20-02-2022 22:30:00;0.35;23.18;0.9;49.61;Data er manuelt kontrolleret
20-02-2022 22:00:00;0.36;29.89;0.67;44.75;Data er manuelt kontrolleret
20-02-2022 21:30:00;0.34;18.4;0.75;24.69;Data er manuelt kontrolleret
20-02-2022 21:00:00;0.29;13.23;0.64;17.67;Data er manuelt kontrolleret
20-02-2022 20:30:00;0.28;8.74;0.56;13;Data er manuelt kontrolleret
20-02-2022 20:00:00;0.28;10.61;0.82;16.56;Data er manuelt kontrolleret
20-02-2022 19:30:00;0.26;5.78;0.96;10.08;Data er manuelt kontrolleret
20-02-2022 19:00:00;0.26;8.47;0.93;13.73;Data er manuelt kontrolleret
20-02-2022 18:30:00;0.26;11.46;0.75;16.7;Data er manuelt kontrolleret
20-02-2022 18:00:00;0.31;30.24;1.04;48.96;Data er manuelt kontrolleret
20-02-2022 17:30:00;0.36;30.49;1.01;53.55;Data er manuelt kontrolleret
20-02-2022 17:00:00;0.31;41.14;1.25;75.16;Data er manuelt kontrolleret
20-02-2022 16:30:00;0.28;22.3;0.93;41.92;Data er manuelt kontrolleret
20-02-2022 16:00:00;0.28;19.3;0.85;39.15;Data er manuelt kontrolleret
20-02-2022 15:30:00;0.24;17.31;0.61;31.86;Data er manuelt kontrolleret
20-02-2022 15:00:00;0.27;13.06;0.64;33.11;Data er manuelt kontrolleret
20-02-2022 14:30:00;0.24;12.55;0.61;28.15;Data er manuelt kontrolleret
20-02-2022 14:00:00;0.24;11.19;0.64;26.68;Data er manuelt kontrolleret
20-02-2022 13:30:00;0.24;9.64;0.48;21.86;Data er manuelt kontrolleret
20-02-2022 13:00:00;0.28;22.68;0.72;49.86;Data er manuelt kontrolleret
20-02-2022 12:30:00;0.3;22.45;0.59;42.38;Data er manuelt kontrolleret
20-02-2022 12:00:00;0.28;22.84;0.77;44.83;Data er manuelt kontrolleret
20-02-2022 11:30:00;0.27;19.16;0.82;42.4;Data er manuelt kontrolleret
20-02-2022 11:00:00;0.29;22.68;0.85;45.29;Data er manuelt kontrolleret
20-02-2022 10:30:00;0.3;23.49;0.72;42.74;Data er manuelt kontrolleret
20-02-2022 10:00:00;0.31;30.52;0.69;56.07;Data er manuelt kontrolleret
20-02-2022 09:30:00;0.27;26.11;0.51;45.82;Data er manuelt kontrolleret
20-02-2022 09:00:00;0.23;29.26;0.59;47.09;Data er manuelt kontrolleret
20-02-2022 08:30:00;0.24;20.35;0.4;31.23;Data er manuelt kontrolleret
20-02-2022 08:00:00;0.22;19.32;0.37;25.84;Data er manuelt kontrolleret
20-02-2022 07:30:00;0.22;12.55;0.29;17.48;Data er manuelt kontrolleret
20-02-2022 07:00:00;0.2;10.75;0.35;18.53;Data er manuelt kontrolleret
20-02-2022 06:30:00;0.19;4.88;0.21;6.87;Data er manuelt kontrolleret
20-02-2022 05:30:00;0.13;4.69;0;5.7;Data er manuelt kontrolleret
20-02-2022 05:00:00;0.14;4.15;0;5.39;Data er manuelt kontrolleret
20-02-2022 04:30:00;0.15;4.9;0;6.1;Data er manuelt kontrolleret
20-02-2022 04:00:00;0.15;4.53;0;5.24;Data er manuelt kontrolleret
20-02-2022 03:30:00;0.15;4.67;0;6.67;Data er manuelt kontrolleret
20-02-2022 03:00:00;0.16;4.93;0;6.37;Data er manuelt kontrolleret
20-02-2022 02:30:00;0.16;10.02;0;12.93;Data er manuelt kontrolleret
20-02-2022 02:00:00;0.17;14.29;0.13;23.18;Data er manuelt kontrolleret
20-02-2022 01:30:00;0.15;6.39;0;7.9;Data er manuelt kontrolleret
20-02-2022 01:00:00;0.15;7.13;0;9.94;Data er manuelt kontrolleret
20-02-2022 00:30:00;0.15;4.44;0;6.85;Data er manuelt kontrolleret
20-02-2022 00:00:00;0.14;4.78;0;5.83;Data er manuelt kontrolleret
19-02-2022 23:30:00;0.15;6.18;0;8.78;Data er manuelt kontrolleret
19-02-2022 23:00:00;0.17;5.34;0;7.63;Data er manuelt kontrolleret
19-02-2022 22:30:00;0.16;6.04;0;9.1;Data er manuelt kontrolleret
19-02-2022 22:00:00;0.17;5.03;0;7.5;Data er manuelt kontrolleret
19-02-2022 21:30:00;0.17;5.3;0;8.22;Data er manuelt kontrolleret
19-02-2022 21:00:00;0.19;7.67;0;12.07;Data er manuelt kontrolleret
19-02-2022 20:30:00;0.17;7.84;0;10.42;Data er manuelt kontrolleret
19-02-2022 20:00:00;0.17;6.23;0;8.68;Data er manuelt kontrolleret
19-02-2022 19:30:00;0.19;7.34;0.03;10.63;Data er manuelt kontrolleret
19-02-2022 19:00:00;0.19;12.01;0.03;17.38;Data er manuelt kontrolleret
19-02-2022 18:30:00;0.19;12.34;0;17.84;Data er manuelt kontrolleret
19-02-2022 18:00:00;0.2;14.21;0.05;19.28;Data er manuelt kontrolleret
19-02-2022 17:30:00;0.2;10.23;0.13;14.67;Data er manuelt kontrolleret
19-02-2022 17:00:00;0.22;16.68;0.19;24.27;Data er manuelt kontrolleret
19-02-2022 16:30:00;0.21;11;0.03;16.05;Data er manuelt kontrolleret
19-02-2022 16:00:00;0.19;10.65;0.08;14.73;Data er manuelt kontrolleret
19-02-2022 15:30:00;0.17;9.18;0;13.71;Data er manuelt kontrolleret
19-02-2022 15:00:00;0.19;8.55;0;13.08;Data er manuelt kontrolleret
19-02-2022 14:30:00;0.19;9.72;0;13.18;Data er manuelt kontrolleret
19-02-2022 14:00:00;0.19;10.79;0;16.37;Data er manuelt kontrolleret
19-02-2022 13:30:00;0.19;7.08;0.13;11.93;Data er manuelt kontrolleret
19-02-2022 13:00:00;0.17;6.25;0.19;10.25;Data er manuelt kontrolleret
19-02-2022 12:30:00;0.17;6.88;0;10.82;Data er manuelt kontrolleret
19-02-2022 12:00:00;0.17;7.15;0;12.6;Data er manuelt kontrolleret
19-02-2022 11:30:00;0.19;6.46;0.08;10.96;Data er manuelt kontrolleret
19-02-2022 11:00:00;0.17;5.6;0.03;10.02;Data er manuelt kontrolleret
19-02-2022 10:30:00;0.17;8.03;0;13.04;Data er manuelt kontrolleret
19-02-2022 10:00:00;0.16;6.94;0;9.41;Data er manuelt kontrolleret
19-02-2022 09:30:00;0.17;6.31;0.03;8.41;Data er manuelt kontrolleret
19-02-2022 09:00:00;0.17;6.69;0;9.33;Data er manuelt kontrolleret
19-02-2022 08:30:00;0.19;7.84;0.03;11.21;Data er manuelt kontrolleret
19-02-2022 08:00:00;0.17;6.1;0.03;8.36;Data er manuelt kontrolleret
19-02-2022 07:30:00;0.17;9.31;0.03;13.1;Data er manuelt kontrolleret
19-02-2022 07:00:00;0.17;7.02;0.13;13.73;Data er manuelt kontrolleret
19-02-2022 06:30:00;0.17;5.76;0.05;7.32;Data er manuelt kontrolleret
19-02-2022 06:00:00;0.16;4.42;0.11;8.8;Data er manuelt kontrolleret
19-02-2022 05:30:00;0.16;4.04;0;4.82;Data er manuelt kontrolleret
19-02-2022 04:30:00;0.16;2.12;0.13;2.22;Data er manuelt kontrolleret
19-02-2022 04:00:00;0.19;2.2;0.4;4.34;Data er manuelt kontrolleret
19-02-2022 03:30:00;0.19;2.77;0.51;4.34;Data er manuelt kontrolleret
19-02-2022 03:00:00;0.19;4.3;0.48;6.37;Data er manuelt kontrolleret
19-02-2022 02:30:00;0.2;3.75;0.59;5.57;Data er manuelt kontrolleret
19-02-2022 02:00:00;0.22;15.66;0.77;32.47;Data er manuelt kontrolleret
19-02-2022 01:30:00;0.22;13.81;0.69;24.08;Data er manuelt kontrolleret
19-02-2022 01:00:00;0.23;17.44;0.72;26.34;Data er manuelt kontrolleret
19-02-2022 00:30:00;0.23;14.8;0.77;23.68;Data er manuelt kontrolleret
19-02-2022 00:00:00;0.22;17;0.75;27.04;Data er manuelt kontrolleret
18-02-2022 23:30:00;0.26;29.72;0.85;40.35;Data er manuelt kontrolleret
18-02-2022 23:00:00;0.21;9.52;0.77;16.29;Data er manuelt kontrolleret
18-02-2022 22:30:00;0.24;16.01;0.9;27.04;Data er manuelt kontrolleret
18-02-2022 22:00:00;0.24;26.41;1.01;47.22;Data er manuelt kontrolleret
18-02-2022 21:30:00;0.26;14.38;1.04;24.27;Data er manuelt kontrolleret
18-02-2022 21:00:00;0.28;36.45;1.41;67.63;Data er manuelt kontrolleret
18-02-2022 20:30:00;0.34;46.65;1.65;84.04;Data er manuelt kontrolleret
18-02-2022 20:00:00;0.27;49.74;1.49;77.46;Data er manuelt kontrolleret
18-02-2022 19:30:00;0.24;18.9;1.04;38.69;Data er manuelt kontrolleret
18-02-2022 19:00:00;0.24;27.87;1.17;55.77;Data er manuelt kontrolleret
18-02-2022 18:30:00;0.24;17.35;0.72;47.24;Data er manuelt kontrolleret
18-02-2022 18:00:00;0.24;16.79;0.51;37.85;Data er manuelt kontrolleret
18-02-2022 17:30:00;0.22;14.42;0.4;34.71;Data er manuelt kontrolleret
18-02-2022 17:00:00;0.23;14.08;0.45;34.06;Data er manuelt kontrolleret
18-02-2022 16:30:00;0.27;24.08;0.72;60.86;Data er manuelt kontrolleret
18-02-2022 16:00:00;0.29;15.74;0.69;55.02;Data er manuelt kontrolleret
18-02-2022 15:30:00;0.28;20.31;0.77;55.88;Data er manuelt kontrolleret
18-02-2022 15:00:00;0.29;27.08;0.77;57.64;Data er manuelt kontrolleret
18-02-2022 14:30:00;0.3;30.26;0.88;68.47;Data er manuelt kontrolleret
18-02-2022 14:00:00;0.33;30.75;1.17;74.63;Data er manuelt kontrolleret
18-02-2022 13:30:00;0.37;39.09;0.93;86.81;Data er manuelt kontrolleret
18-02-2022 13:00:00;0.37;53.34;1.22;114.02;Data er manuelt kontrolleret
18-02-2022 12:30:00;0.36;50.72;0.9;107.92;Data er manuelt kontrolleret
18-02-2022 12:00:00;0.3;34.14;0.53;60.34;Data er manuelt kontrolleret
18-02-2022 11:30:00;0.26;26.41;0.61;45.56;Data er manuelt kontrolleret
18-02-2022 11:00:00;0.2;17.54;0.4;29.66;Data er manuelt kontrolleret
18-02-2022 10:30:00;0.19;15.22;0.45;25.68;Data er manuelt kontrolleret
18-02-2022 10:00:00;0.19;8.85;0.32;14.04;Data er manuelt kontrolleret
18-02-2022 09:30:00;0.17;8.11;0.27;13.69;Data er manuelt kontrolleret
18-02-2022 09:00:00;0.17;8.13;0.32;13.66;Data er manuelt kontrolleret
18-02-2022 08:30:00;0.17;7.67;0.05;13.04;Data er manuelt kontrolleret
18-02-2022 08:00:00;0.17;9.29;0;15.55;Data er manuelt kontrolleret
18-02-2022 07:30:00;0.2;14.99;0.08;24.73;Data er manuelt kontrolleret
18-02-2022 07:00:00;0.17;9.47;0.16;15.4;Data er manuelt kontrolleret
18-02-2022 06:30:00;0.16;6.64;0;11.4;Data er manuelt kontrolleret
18-02-2022 06:00:00;0.16;4.13;0;9.16;Data er manuelt kontrolleret
18-02-2022 05:30:00;0.14;1.55;0;3.58;Data er manuelt kontrolleret
18-02-2022 05:00:00;0.15;1.95;0.11;3.25;Data er manuelt kontrolleret
18-02-2022 04:30:00;0.15;1.38;0.11;2.6;Data er manuelt kontrolleret
18-02-2022 03:30:00;0.14;1.51;0;1.97;Data er manuelt kontrolleret
18-02-2022 03:00:00;0.14;1.09;0.03;1.38;Data er manuelt kontrolleret
18-02-2022 02:30:00;0.15;1.78;0;2.85;Data er manuelt kontrolleret
18-02-2022 02:00:00;0.15;1.03;0;2.45;Data er manuelt kontrolleret
18-02-2022 01:30:00;0.14;0.71;0;1.26;Data er manuelt kontrolleret
18-02-2022 01:00:00;0.14;2.2;0.03;3.65;Data er manuelt kontrolleret
18-02-2022 00:30:00;0.15;1.4;0.13;2.64;Data er manuelt kontrolleret
18-02-2022 00:00:00;0.15;1.42;0;3;Data er manuelt kontrolleret
17-02-2022 23:30:00;0.16;1.51;0;3;Data er manuelt kontrolleret
17-02-2022 23:00:00;0.15;2.95;0;4.25;Data er manuelt kontrolleret
17-02-2022 22:30:00;0.17;5.16;0.03;7.31;Data er manuelt kontrolleret
17-02-2022 22:00:00;0.16;3.35;0.13;5.51;Data er manuelt kontrolleret
17-02-2022 21:30:00;0.19;4.55;0.08;6.73;Data er manuelt kontrolleret
17-02-2022 21:00:00;0.2;5.32;0.16;7.86;Data er manuelt kontrolleret
17-02-2022 20:30:00;0.19;6.77;0.16;9.14;Data er manuelt kontrolleret
17-02-2022 20:00:00;0.19;6.67;0.08;9.52;Data er manuelt kontrolleret
17-02-2022 19:30:00;0.17;6.85;0.16;9.49;Data er manuelt kontrolleret
17-02-2022 19:00:00;0.21;8.41;0.08;12.28;Data er manuelt kontrolleret
17-02-2022 18:30:00;0.21;9.91;0.11;14.42;Data er manuelt kontrolleret
17-02-2022 18:00:00;0.22;9.64;0.21;14.4;Data er manuelt kontrolleret
17-02-2022 17:30:00;0.21;10.75;0.24;16.91;Data er manuelt kontrolleret
17-02-2022 17:00:00;0.23;9.51;0.11;14.52;Data er manuelt kontrolleret
17-02-2022 16:30:00;0.21;7.42;0.16;12.18;Data er manuelt kontrolleret
17-02-2022 16:00:00;0.23;11.15;0.29;18.15;Data er manuelt kontrolleret
17-02-2022 15:30:00;0.21;10.31;0.16;18.15;Data er manuelt kontrolleret
17-02-2022 15:00:00;0.24;11.63;0.13;21.27;Data er manuelt kontrolleret
17-02-2022 14:30:00;0.22;12.18;0.16;22.66;Data er manuelt kontrolleret
17-02-2022 14:00:00;0.21;9.31;0.24;17.81;Data er manuelt kontrolleret
17-02-2022 13:30:00;0.21;11.46;0.37;21.96;Data er manuelt kontrolleret
17-02-2022 13:00:00;0.2;9.08;0.37;18.53;Data er manuelt kontrolleret
17-02-2022 12:30:00;0.2;7.94;0.32;14.29;Data er manuelt kontrolleret
17-02-2022 12:00:00;0.2;9.29;0.51;15.93;Data er manuelt kontrolleret
17-02-2022 11:30:00;0.21;8.66;0.51;16.01;Data er manuelt kontrolleret
17-02-2022 11:00:00;0.2;8.8;0.32;16.29;Data er manuelt kontrolleret
17-02-2022 10:30:00;0.21;10.61;0.29;18.55;Data er manuelt kontrolleret
17-02-2022 10:00:00;0.22;13.06;0.29;23.58;Data er manuelt kontrolleret
17-02-2022 09:30:00;0.22;17.38;0.43;29.24;Data er manuelt kontrolleret
17-02-2022 09:00:00;0.24;17.54;0.56;39.17;Data er manuelt kontrolleret
17-02-2022 08:30:00;0.22;17.08;0.43;25.07;Data er manuelt kontrolleret
17-02-2022 08:00:00;0.22;21.5;0.45;32.09;Data er manuelt kontrolleret
17-02-2022 07:30:00;0.22;20.73;0.45;34.2;Data er manuelt kontrolleret
17-02-2022 07:00:00;0.23;19.85;0.56;34.04;Data er manuelt kontrolleret
17-02-2022 06:30:00;0.24;16.1;0.53;31.19;Data er manuelt kontrolleret
17-02-2022 05:30:00;0.21;9.1;0.69;13.5;Data er manuelt kontrolleret
17-02-2022 05:00:00;0.21;3.92;0.67;4.78;Data er manuelt kontrolleret
17-02-2022 04:30:00;0.22;4.11;0.69;5.03;Data er manuelt kontrolleret
17-02-2022 04:00:00;0.21;2.81;0.61;3.04;Data er manuelt kontrolleret
17-02-2022 03:30:00;0.21;5.34;0.53;6.92;Data er manuelt kontrolleret
17-02-2022 03:00:00;0.23;3.58;0.56;4.07;Data er manuelt kontrolleret
17-02-2022 02:30:00;0.22;5.11;0.67;6.2;Data er manuelt kontrolleret
17-02-2022 02:00:00;0.23;5.62;0.56;6.35;Data er manuelt kontrolleret
17-02-2022 01:30:00;0.21;4.57;0.61;4.93;Data er manuelt kontrolleret
17-02-2022 01:00:00;0.22;2.47;0.48;3.14;Data er manuelt kontrolleret
17-02-2022 00:30:00;0.21;2.33;0.48;2.96;Data er manuelt kontrolleret
17-02-2022 00:00:00;0.22;4.78;0.69;4.72;Data er manuelt kontrolleret
16-02-2022 23:30:00;0.24;11.38;0.8;13.54;Data er manuelt kontrolleret
16-02-2022 23:00:00;0.26;12.28;0.8;16.35;Data er manuelt kontrolleret
16-02-2022 22:30:00;0.24;9.03;0.82;12.74;Data er manuelt kontrolleret
16-02-2022 22:00:00;0.27;18.76;0.82;27.43;Data er manuelt kontrolleret
16-02-2022 21:30:00;0.31;14.9;0.85;20.52;Data er manuelt kontrolleret
16-02-2022 21:00:00;0.26;11.04;0.96;17.56;Data er manuelt kontrolleret
16-02-2022 20:30:00;0.23;13.27;0.93;18.55;Data er manuelt kontrolleret
16-02-2022 20:00:00;0.26;22.17;0.96;33.11;Data er manuelt kontrolleret
16-02-2022 19:30:00;0.33;36.18;0.98;55.81;Data er manuelt kontrolleret
16-02-2022 19:00:00;0.29;22.93;0.93;47.26;Data er manuelt kontrolleret
16-02-2022 18:30:00;0.51;36.74;1.46;75.91;Data er manuelt kontrolleret
16-02-2022 18:00:00;0.34;39.17;1.33;72.77;Data er manuelt kontrolleret
16-02-2022 17:30:00;0.36;39.02;1.36;84.19;Data er manuelt kontrolleret
16-02-2022 17:00:00;0.34;30.85;1.33;76.04;Data er manuelt kontrolleret
16-02-2022 16:30:00;0.35;47.39;1.68;123.36;Data er manuelt kontrolleret
16-02-2022 16:00:00;0.43;54.14;1.54;108.65;Data er manuelt kontrolleret
16-02-2022 15:30:00;0.37;42.13;1.33;94.61;Data er manuelt kontrolleret
16-02-2022 15:00:00;0.36;40.47;1.33;95.57;Data er manuelt kontrolleret
16-02-2022 14:30:00;0.29;20.02;0.98;54.98;Data er manuelt kontrolleret
16-02-2022 14:00:00;0.28;23.62;0.88;47.85;Data er manuelt kontrolleret
16-02-2022 13:30:00;0.27;20.06;0.88;45.5;Data er manuelt kontrolleret
16-02-2022 13:00:00;0.27;20.56;1.01;56.42;Data er manuelt kontrolleret
16-02-2022 12:30:00;0.28;28.17;1.14;69.63;Data er manuelt kontrolleret
16-02-2022 12:00:00;0.28;20.22;0.96;54.6;Data er manuelt kontrolleret
16-02-2022 11:30:00;0.28;35.95;1.14;74.61;Data er manuelt kontrolleret
16-02-2022 11:00:00;0.29;33.68;1.12;72.89;Data er manuelt kontrolleret
16-02-2022 10:30:00;0.29;32.49;1.25;74.13;Data er manuelt kontrolleret
16-02-2022 10:00:00;0.27;41.37;1.14;83.48;Data er manuelt kontrolleret
16-02-2022 09:30:00;0.3;42.76;0.9;78.53;Data er manuelt kontrolleret
16-02-2022 09:00:00;0.29;53.97;1.36;113.53;Data er manuelt kontrolleret
16-02-2022 08:30:00;0.33;52.04;1.28;110.6;Data er manuelt kontrolleret
16-02-2022 08:00:00;0.33;55.18;1.36;112.4;Data er manuelt kontrolleret
16-02-2022 07:30:00;0.3;41.04;0.72;70.13;Data er manuelt kontrolleret
16-02-2022 07:00:00;0.31;45.44;0.56;82.85;Data er manuelt kontrolleret
16-02-2022 06:30:00;0.23;34.02;0.37;68.49;Data er manuelt kontrolleret
16-02-2022 06:00:00;0.21;35.21;0.51;65.87;Data er manuelt kontrolleret
16-02-2022 05:30:00;0.2;14.08;0.27;20.41;Data er manuelt kontrolleret
16-02-2022 04:30:00;0.17;8.15;0.19;9.56;Data er manuelt kontrolleret
16-02-2022 04:00:00;0.09;2.58;0.19;2.52;Data er manuelt kontrolleret
16-02-2022 03:30:00;0.09;3.02;0.19;4.05;Data er manuelt kontrolleret
16-02-2022 03:00:00;0.09;2.89;0.13;2.64;Data er manuelt kontrolleret
16-02-2022 02:30:00;0.1;1.84;0.13;2.72;Data er manuelt kontrolleret
16-02-2022 02:00:00;0.09;1.57;0.11;0.46;Data er manuelt kontrolleret
16-02-2022 01:30:00;0.1;1.45;0.11;1.32;Data er manuelt kontrolleret
16-02-2022 01:00:00;0.12;1.38;0.05;0.86;Data er manuelt kontrolleret
16-02-2022 00:30:00;0.12;3.71;0.08;4.19;Data er manuelt kontrolleret
16-02-2022 00:00:00;0.14;3.58;0.21;3.92;Data er manuelt kontrolleret
15-02-2022 23:30:00;0.13;4.84;0.13;5.36;Data er manuelt kontrolleret
15-02-2022 23:00:00;0.14;8.09;0.03;11.36;Data er manuelt kontrolleret
15-02-2022 22:30:00;0.14;9.37;0.11;11.78;Data er manuelt kontrolleret
15-02-2022 22:00:00;0.16;11.4;0.21;17.21;Data er manuelt kontrolleret
15-02-2022 21:30:00;0.16;12.13;0.08;16.49;Data er manuelt kontrolleret
15-02-2022 21:00:00;0.19;14.42;0.05;23.98;Data er manuelt kontrolleret
15-02-2022 20:30:00;0.16;19.22;0.4;34.71;Data er manuelt kontrolleret
15-02-2022 20:00:00;0.19;20.25;0.43;36.57;Data er manuelt kontrolleret
15-02-2022 19:30:00;0.2;21.46;0.37;36.24;Data er manuelt kontrolleret
15-02-2022 19:00:00;0.19;22.89;0.37;40.56;Data er manuelt kontrolleret
15-02-2022 18:30:00;0.22;27.5;0.45;52.25;Data er manuelt kontrolleret
15-02-2022 18:00:00;0.22;28.48;0.64;57.89;Data er manuelt kontrolleret
15-02-2022 17:30:00;0.23;32.57;0.69;62.04;Data er manuelt kontrolleret
15-02-2022 17:00:00;0.3;40.56;0.77;76;Data er manuelt kontrolleret
15-02-2022 16:30:00;0.16;26.22;0.4;38.88;Data er manuelt kontrolleret
15-02-2022 16:00:00;0.21;29.89;0.53;52.48;Data er manuelt kontrolleret
15-02-2022 15:30:00;0.17;19.11;0.37;33.72;Data er manuelt kontrolleret
15-02-2022 15:00:00;0.14;12.74;0.27;22.36;Data er manuelt kontrolleret
15-02-2022 14:30:00;0.12;13.62;0.19;20.71;Data er manuelt kontrolleret
15-02-2022 14:00:00;0.1;9.01;0.13;15.09;Data er manuelt kontrolleret
15-02-2022 13:30:00;0.1;5.93;0.11;10;Data er manuelt kontrolleret
15-02-2022 13:00:00;0.1;6.54;0.35;11.7;Data er manuelt kontrolleret
15-02-2022 12:30:00;0.1;7.75;0.24;12.66;Data er manuelt kontrolleret
15-02-2022 12:00:00;0.09;6.96;0.19;13.2;Data er manuelt kontrolleret
15-02-2022 11:30:00;0.1;9.52;0.16;14.65;Data er manuelt kontrolleret
15-02-2022 11:00:00;0.08;7.02;0.05;10.6;Data er manuelt kontrolleret
15-02-2022 10:30:00;0.1;8.63;0.13;13.9;Data er manuelt kontrolleret
15-02-2022 10:00:00;0.1;8.2;0.35;13.54;Data er manuelt kontrolleret
15-02-2022 09:30:00;0.12;9.91;0.48;14.57;Data er manuelt kontrolleret
15-02-2022 09:00:00;0.12;5.97;0.16;9.35;Data er manuelt kontrolleret
15-02-2022 08:30:00;0.12;7.02;0.11;10.67;Data er manuelt kontrolleret
15-02-2022 08:00:00;0.13;8.05;0.19;13.83;Data er manuelt kontrolleret
15-02-2022 07:30:00;0.16;9.85;0.19;14.97;Data er manuelt kontrolleret
15-02-2022 07:00:00;0.15;10.08;0.13;15.34;Data er manuelt kontrolleret
15-02-2022 06:30:00;0.14;8.09;0.05;13;Data er manuelt kontrolleret
15-02-2022 06:00:00;0.15;5.64;0;7.99;Data er manuelt kontrolleret
15-02-2022 05:30:00;0.15;4;0.03;5.14;Data er manuelt kontrolleret
15-02-2022 05:00:00;0.19;2.98;0.13;3.42;Data er manuelt kontrolleret
15-02-2022 04:30:00;0.17;5.79;0.16;6.37;Data er manuelt kontrolleret
15-02-2022 03:30:00;0.21;3.69;0;3.54;Data er manuelt kontrolleret
15-02-2022 03:00:00;0.21;4.88;0;5.07;Data er manuelt kontrolleret
