Data opsamlet af Aarhus Universitet, Institut for Miljoevidenskab <br> Data er kvalitetskontrolleret til 1. april 2021. Data efter denne dato er ikke manuelt kontrolleret og kan indeholde fejl <br>For yderligere information se https://envs.au.dk/faglige-omraader/luftforurening-udledninger-og-effekter/luftforurening/ eller kontakt Thomas Ellermann tel@envs.au.dk <br> <br>Gasser: NO2: Kvælstofdioxid µg/m<sup>3</sup>, NOx: Kvælstofoxider µg/m<sup>3</sup>, O3: Ozon µg/m<sup>3</sup>
Data fra Aalborg Tag
Recorded;NOx;CO;SO2;PM_2.5_Lvs;NO2;comment
30-07-2020 09:00:00;8,81;0,14;0,42;;5,03;Data er manuelt kontrolleret
30-07-2020 08:30:00;8,04;0,12;0,32;;4,59;Data er manuelt kontrolleret
30-07-2020 08:00:00;5,95;0,12;0,4;;3,79;Data er manuelt kontrolleret
30-07-2020 07:30:00;6,85;0,12;0,32;;4,02;Data er manuelt kontrolleret
30-07-2020 07:00:00;7,15;0,12;0,35;;4,34;Data er manuelt kontrolleret
30-07-2020 06:30:00;7,41;0,12;0,37;;5,05;Data er manuelt kontrolleret
30-07-2020 06:00:00;7,64;0,12;0,35;;4,81;Data er manuelt kontrolleret
30-07-2020 05:30:00;5,68;0,11;0,32;;3,19;Data er manuelt kontrolleret
30-07-2020 04:30:00;7,06;0,12;0,29;;5,24;Data er manuelt kontrolleret
30-07-2020 04:00:00;3,19;0,11;0,29;;2,87;Data er manuelt kontrolleret
30-07-2020 03:30:00;3,21;0,12;0,27;;3,56;Data er manuelt kontrolleret
30-07-2020 03:00:00;4,06;0,12;0,35;;4,71;Data er manuelt kontrolleret
30-07-2020 02:30:00;3,72;0,14;0,37;;3,51;Data er manuelt kontrolleret
30-07-2020 02:00:00;2,66;0,14;0,37;;2,71;Data er manuelt kontrolleret
30-07-2020 01:30:00;2,64;0,14;0,43;;3,09;Data er manuelt kontrolleret
30-07-2020 01:00:00;0,68;0,11;0,27;;1,05;Data er manuelt kontrolleret
30-07-2020 00:30:00;1,3;0,12;0,3;;1,26;Data er manuelt kontrolleret
30-07-2020 00:00:00;1,5;0,12;0,35;4,24;0,84;Data er manuelt kontrolleret
29-07-2020 23:30:00;3,37;0,12;0,4;;2,91;Data er manuelt kontrolleret
29-07-2020 23:00:00;1,88;0,12;0,3;;1,77;Data er manuelt kontrolleret
29-07-2020 22:30:00;3,01;0,14;0,43;;1,62;Data er manuelt kontrolleret
29-07-2020 22:00:00;3,8;0,11;0,3;;2,11;Data er manuelt kontrolleret
29-07-2020 21:30:00;3,59;0,14;0,16;;2,39;Data er manuelt kontrolleret
29-07-2020 21:00:00;4,89;0,14;0,3;;2,29;Data er manuelt kontrolleret
29-07-2020 20:30:00;6,79;0,14;0,46;;3,78;Data er manuelt kontrolleret
29-07-2020 20:00:00;5,38;0,12;0,51;;2,95;Data er manuelt kontrolleret
29-07-2020 19:30:00;5,43;0,12;0,46;;3,69;Data er manuelt kontrolleret
29-07-2020 19:00:00;6,75;0,12;0,38;;3,74;Data er manuelt kontrolleret
29-07-2020 18:30:00;6,43;0,15;0,3;;3,96;Data er manuelt kontrolleret
29-07-2020 18:00:00;7,48;0,15;0,41;;4,78;Data er manuelt kontrolleret
29-07-2020 17:30:00;8,48;0,15;0,38;;5,23;Data er manuelt kontrolleret
29-07-2020 17:00:00;8,44;0,16;0,43;;5,83;Data er manuelt kontrolleret
29-07-2020 16:30:00;9,18;0,15;0,49;;5,09;Data er manuelt kontrolleret
29-07-2020 16:00:00;9,23;0,16;0,43;;4,63;Data er manuelt kontrolleret
29-07-2020 15:30:00;8,23;0,15;0,51;;5,08;Data er manuelt kontrolleret
29-07-2020 15:00:00;9,66;0,15;0,54;;5,21;Data er manuelt kontrolleret
29-07-2020 14:30:00;10,02;0,16;0,51;;5,14;Data er manuelt kontrolleret
29-07-2020 14:00:00;9,49;0,15;0,49;;4,89;Data er manuelt kontrolleret
29-07-2020 13:30:00;9,28;0,15;0,57;;4,92;Data er manuelt kontrolleret
29-07-2020 13:00:00;7,54;0,15;0,59;;4;Data er manuelt kontrolleret
29-07-2020 12:30:00;9,25;0,15;0,54;;4,41;Data er manuelt kontrolleret
29-07-2020 12:00:00;9,87;0,16;0,49;;5,07;Data er manuelt kontrolleret
29-07-2020 11:30:00;11,04;0,16;0,52;;5,14;Data er manuelt kontrolleret
29-07-2020 11:00:00;14,74;0,17;0,52;;8,03;Data er manuelt kontrolleret
29-07-2020 10:30:00;14,36;0,16;0,49;;6,41;Data er manuelt kontrolleret
29-07-2020 10:00:00;17,59;0,18;0,6;;9,07;Data er manuelt kontrolleret
29-07-2020 09:30:00;23,89;0,17;0,86;;15,36;Data er manuelt kontrolleret
29-07-2020 09:00:00;16,91;0,18;0,57;;7,93;Data er manuelt kontrolleret
29-07-2020 08:30:00;11,53;0,17;0,49;;6,67;Data er manuelt kontrolleret
29-07-2020 08:00:00;14,66;0,18;0,52;;7,29;Data er manuelt kontrolleret
29-07-2020 07:30:00;16,43;0,17;0,6;;9,45;Data er manuelt kontrolleret
29-07-2020 07:00:00;18,18;0,18;0,54;;9,51;Data er manuelt kontrolleret
29-07-2020 06:30:00;28,9;0,18;0,62;;12,91;Data er manuelt kontrolleret
29-07-2020 06:00:00;19,92;0,18;0,6;;11,06;Data er manuelt kontrolleret
29-07-2020 05:30:00;21,9;0,17;0,57;;11,4;Data er manuelt kontrolleret
29-07-2020 05:00:00;23,88;0,17;0,54;;9,68;Data er manuelt kontrolleret
29-07-2020 04:30:00;15,59;0,17;0,52;;8,14;Data er manuelt kontrolleret
29-07-2020 03:30:00;1,97;0,16;0,41;;1,46;Data er manuelt kontrolleret
29-07-2020 03:00:00;0,81;0,16;0,41;;1,56;Data er manuelt kontrolleret
29-07-2020 02:30:00;1,68;0,13;0,38;;1,73;Data er manuelt kontrolleret
29-07-2020 02:00:00;1,91;0,15;0,44;;1,49;Data er manuelt kontrolleret
29-07-2020 01:30:00;2;0,13;0,38;;2,2;Data er manuelt kontrolleret
29-07-2020 01:00:00;2,75;0,15;0,38;;2,23;Data er manuelt kontrolleret
29-07-2020 00:30:00;1,39;0,13;0,33;;1,28;Data er manuelt kontrolleret
29-07-2020 00:00:00;1,77;0,13;0,41;4,89;1,34;Data er manuelt kontrolleret
28-07-2020 23:30:00;4,94;0,15;0,41;;3,02;Data er manuelt kontrolleret
28-07-2020 23:00:00;5,99;0,15;0,46;;3,85;Data er manuelt kontrolleret
28-07-2020 22:30:00;7,44;0,16;0,41;;4,7;Data er manuelt kontrolleret
28-07-2020 22:00:00;12,05;0,15;0,44;;6,45;Data er manuelt kontrolleret
28-07-2020 21:30:00;18,93;0,17;0,55;;10,89;Data er manuelt kontrolleret
28-07-2020 21:00:00;17,16;0,17;0,44;;9,71;Data er manuelt kontrolleret
28-07-2020 20:30:00;13,1;0,16;0,55;;8,1;Data er manuelt kontrolleret
28-07-2020 20:00:00;12;0,16;0,57;;7,39;Data er manuelt kontrolleret
28-07-2020 19:30:00;7,96;0,16;0,52;;5,84;Data er manuelt kontrolleret
28-07-2020 19:00:00;10,75;0,17;0,6;;6,65;Data er manuelt kontrolleret
28-07-2020 18:30:00;4,82;0,15;0,55;;3,32;Data er manuelt kontrolleret
28-07-2020 18:00:00;7,5;0,16;0,6;;4,53;Data er manuelt kontrolleret
28-07-2020 17:30:00;10,24;0,16;0,6;;5,79;Data er manuelt kontrolleret
28-07-2020 17:00:00;10,2;0,18;0,49;;6,25;Data er manuelt kontrolleret
28-07-2020 16:30:00;15,9;0,17;0,57;;8,67;Data er manuelt kontrolleret
28-07-2020 16:00:00;14,71;0,18;0,58;;8,66;Data er manuelt kontrolleret
28-07-2020 15:30:00;13,1;0,16;0,71;;7,03;Data er manuelt kontrolleret
28-07-2020 15:00:00;12,63;0,17;0,58;;7,08;Data er manuelt kontrolleret
28-07-2020 14:30:00;15,52;0,17;0,66;;7,88;Data er manuelt kontrolleret
28-07-2020 14:00:00;14,48;0,17;0,58;;8,15;Data er manuelt kontrolleret
28-07-2020 13:30:00;11,42;0,16;0,66;;6,64;Data er manuelt kontrolleret
28-07-2020 13:00:00;14,12;0,16;0,76;;7,6;Data er manuelt kontrolleret
28-07-2020 12:30:00;14,04;0,16;0,68;;7,42;Data er manuelt kontrolleret
28-07-2020 12:00:00;19,12;0,18;0,6;;9,71;Data er manuelt kontrolleret
28-07-2020 11:30:00;23,29;0,18;0,68;;12,5;Data er manuelt kontrolleret
28-07-2020 11:00:00;15,4;0,18;0,58;;8,85;Data er manuelt kontrolleret
28-07-2020 10:30:00;11,77;0,18;0,66;;5,55;Data er manuelt kontrolleret
28-07-2020 08:30:00;37,91;0,22;0,71;;19,43;Data er manuelt kontrolleret
28-07-2020 08:00:00;45,25;0,23;0,77;;24,36;Data er manuelt kontrolleret
28-07-2020 07:30:00;56,94;0,26;0,9;;32,2;Data er manuelt kontrolleret
28-07-2020 07:00:00;32,22;0,24;0,87;;2,84;Data er manuelt kontrolleret
28-07-2020 06:30:00;46;0,23;0,9;;24,52;Data er manuelt kontrolleret
28-07-2020 05:30:00;26,43;0,2;0,77;;14;Data er manuelt kontrolleret
28-07-2020 05:00:00;28,42;0,2;0,82;;11,77;Data er manuelt kontrolleret
28-07-2020 04:30:00;;0,2;0,95;;;Data er manuelt kontrolleret
28-07-2020 04:00:00;5,98;0,18;0,45;;4,62;Data er manuelt kontrolleret
28-07-2020 03:30:00;4,05;0,18;0,61;;3,76;Data er manuelt kontrolleret
28-07-2020 03:00:00;2,63;0,18;0,48;;3,6;Data er manuelt kontrolleret
28-07-2020 02:30:00;4,03;0,18;0,5;;4,38;Data er manuelt kontrolleret
28-07-2020 02:00:00;4,1;0,19;0,42;;4,34;Data er manuelt kontrolleret
28-07-2020 01:30:00;3,95;0,19;0,48;;4,1;Data er manuelt kontrolleret
28-07-2020 00:30:00;3,66;0,18;0,29;;3,1;Data er manuelt kontrolleret
28-07-2020 00:00:00;6,42;0,18;0,31;5,96;5,66;Data er manuelt kontrolleret
27-07-2020 23:30:00;7,73;0,19;0,34;;5,93;Data er manuelt kontrolleret
27-07-2020 23:00:00;8,27;0,18;0,31;;4,2;Data er manuelt kontrolleret
27-07-2020 22:30:00;25,46;0,22;0,48;;12,86;Data er manuelt kontrolleret
27-07-2020 22:00:00;45,73;0,24;0,96;;24;Data er manuelt kontrolleret
27-07-2020 21:30:00;24,64;0,26;0,45;;13,95;Data er manuelt kontrolleret
27-07-2020 21:00:00;46,82;0,29;0,77;;24,16;Data er manuelt kontrolleret
27-07-2020 20:30:00;18,25;0,22;0,48;;10,7;Data er manuelt kontrolleret
27-07-2020 20:00:00;26,63;0,23;0,58;;16,85;Data er manuelt kontrolleret
27-07-2020 19:30:00;32,16;0,39;0,8;;13,73;Data er manuelt kontrolleret
27-07-2020 19:00:00;24,94;0,24;0,88;;12,94;Data er manuelt kontrolleret
27-07-2020 18:30:00;50,16;0,23;1,12;;17,82;Data er manuelt kontrolleret
27-07-2020 18:00:00;28,76;0,24;0,82;;14,2;Data er manuelt kontrolleret
27-07-2020 17:30:00;34,14;0,24;1,04;;7,29;Data er manuelt kontrolleret
27-07-2020 17:00:00;;0,27;1,65;;;Data er manuelt kontrolleret
27-07-2020 16:30:00;34,2;0,25;0,93;;8,7;Data er manuelt kontrolleret
27-07-2020 16:00:00;40,68;0,25;1,04;;22,67;Data er manuelt kontrolleret
27-07-2020 15:30:00;;0,25;2,35;;;Data er manuelt kontrolleret
27-07-2020 15:00:00;69,53;0,27;1,2;;28,96;Data er manuelt kontrolleret
27-07-2020 14:30:00;115,61;0,31;1,73;;62,74;Data er manuelt kontrolleret
27-07-2020 14:00:00;94,24;0,33;1,36;;45,01;Data er manuelt kontrolleret
27-07-2020 13:30:00;77,75;0,27;1,28;;42,75;Data er manuelt kontrolleret
27-07-2020 13:00:00;64,07;0,22;1,15;;32,1;Data er manuelt kontrolleret
27-07-2020 12:30:00;52,49;0,24;0,93;;29,09;Data er manuelt kontrolleret
27-07-2020 12:00:00;92,15;0,34;1,71;;35,34;Data er manuelt kontrolleret
27-07-2020 11:30:00;57,33;0,2;1,25;;24,93;Data er manuelt kontrolleret
27-07-2020 11:00:00;66,92;0,24;1,31;;25,99;Data er manuelt kontrolleret
27-07-2020 10:30:00;63,25;0,23;1,01;;29,19;Data er manuelt kontrolleret
27-07-2020 10:00:00;48,18;0,27;0,83;;23,75;Data er manuelt kontrolleret
27-07-2020 09:30:00;42,26;0,19;0,69;;20,78;Data er manuelt kontrolleret
27-07-2020 09:00:00;48,88;0,23;0,88;;19;Data er manuelt kontrolleret
27-07-2020 08:30:00;95,97;0,3;2,19;;33,15;Data er manuelt kontrolleret
27-07-2020 08:00:00;95,44;0,25;1,63;;33,5;Data er manuelt kontrolleret
27-07-2020 07:30:00;51,76;0,2;0,67;;26,22;Data er manuelt kontrolleret
27-07-2020 07:00:00;59,04;0,25;0,83;;27,61;Data er manuelt kontrolleret
27-07-2020 06:30:00;66,29;0,25;0,8;;28,45;Data er manuelt kontrolleret
27-07-2020 06:00:00;49,03;0,2;0,64;;26,26;Data er manuelt kontrolleret
27-07-2020 05:30:00;61,74;0,23;0,72;;29,19;Data er manuelt kontrolleret
27-07-2020 04:30:00;35,45;0,2;0,56;;21,06;Data er manuelt kontrolleret
27-07-2020 04:00:00;12,3;0,16;0,3;;7,74;Data er manuelt kontrolleret
27-07-2020 03:30:00;4,3;0,17;0,24;;3,97;Data er manuelt kontrolleret
27-07-2020 03:00:00;2,31;0,16;0,14;;2,92;Data er manuelt kontrolleret
27-07-2020 02:30:00;2,82;0,16;0,14;;3,09;Data er manuelt kontrolleret
27-07-2020 02:00:00;2,25;0,17;0,22;;3,01;Data er manuelt kontrolleret
27-07-2020 01:30:00;2,65;0,17;0,27;;2,94;Data er manuelt kontrolleret
27-07-2020 01:00:00;3,95;0,17;0,24;;3,57;Data er manuelt kontrolleret
27-07-2020 00:30:00;2,44;0,17;0,32;;2,34;Data er manuelt kontrolleret
27-07-2020 00:00:00;3,76;0,18;0,27;6,18;3,76;Data er manuelt kontrolleret
26-07-2020 23:30:00;4,59;0,18;0,33;;3,56;Data er manuelt kontrolleret
26-07-2020 23:00:00;5,27;0,18;0,19;;4,18;Data er manuelt kontrolleret
26-07-2020 22:30:00;9,7;0,19;0,22;;6,91;Data er manuelt kontrolleret
26-07-2020 22:00:00;13,71;0,18;0,38;;6,59;Data er manuelt kontrolleret
26-07-2020 21:30:00;13,72;0,19;0,38;;8,98;Data er manuelt kontrolleret
26-07-2020 21:00:00;13,97;0,2;0,38;;8,95;Data er manuelt kontrolleret
26-07-2020 20:30:00;13,64;0,2;0,43;;8,78;Data er manuelt kontrolleret
26-07-2020 20:00:00;9,99;0,2;0,43;;6,3;Data er manuelt kontrolleret
26-07-2020 19:30:00;8,24;0,19;0,49;;5,76;Data er manuelt kontrolleret
26-07-2020 19:00:00;7,82;0,19;0,49;;4,91;Data er manuelt kontrolleret
26-07-2020 18:30:00;7,86;0,18;0,49;;5,08;Data er manuelt kontrolleret
26-07-2020 18:00:00;5,47;0,17;0,54;;4,36;Data er manuelt kontrolleret
26-07-2020 17:30:00;5,83;0,17;0,65;;4,42;Data er manuelt kontrolleret
26-07-2020 17:00:00;10,15;0,21;0,6;;7,22;Data er manuelt kontrolleret
26-07-2020 16:30:00;9,92;0,18;0,35;;6,56;Data er manuelt kontrolleret
26-07-2020 16:00:00;6,74;0,18;0,52;;4,69;Data er manuelt kontrolleret
26-07-2020 15:30:00;8,5;0,2;0,44;;6,38;Data er manuelt kontrolleret
26-07-2020 15:00:00;11,62;0,21;0,52;;7,54;Data er manuelt kontrolleret
26-07-2020 14:30:00;7,32;0,2;0,44;;5,26;Data er manuelt kontrolleret
26-07-2020 14:00:00;11,51;0,21;0,6;;7,52;Data er manuelt kontrolleret
26-07-2020 13:30:00;29,79;0,27;0,65;;18,43;Data er manuelt kontrolleret
26-07-2020 13:00:00;37,78;0,34;0,73;;22,12;Data er manuelt kontrolleret
26-07-2020 12:30:00;39,16;0,25;0,6;;23,71;Data er manuelt kontrolleret
26-07-2020 12:00:00;41,85;0,31;0,76;;26,25;Data er manuelt kontrolleret
26-07-2020 11:30:00;15,55;0,23;0,49;;11,21;Data er manuelt kontrolleret
26-07-2020 11:00:00;32,85;0,26;0,78;;17,34;Data er manuelt kontrolleret
26-07-2020 10:30:00;34,95;0,3;0,81;;16,35;Data er manuelt kontrolleret
26-07-2020 10:00:00;26,52;0,26;0,76;;13,17;Data er manuelt kontrolleret
26-07-2020 09:30:00;23,2;0,23;0,68;;12,39;Data er manuelt kontrolleret
26-07-2020 09:00:00;26,27;0,27;0,65;;17,37;Data er manuelt kontrolleret
26-07-2020 08:30:00;15,47;0,24;0,54;;8,32;Data er manuelt kontrolleret
26-07-2020 08:00:00;13,58;0,2;0,52;;8,49;Data er manuelt kontrolleret
26-07-2020 07:30:00;8,67;0,21;0,38;;6,45;Data er manuelt kontrolleret
26-07-2020 07:00:00;9,86;0,19;0,54;;7,53;Data er manuelt kontrolleret
26-07-2020 06:30:00;10,07;0,21;0,54;;8,06;Data er manuelt kontrolleret
26-07-2020 06:00:00;10,03;0,2;0,44;;6;Data er manuelt kontrolleret
26-07-2020 05:30:00;7,74;0,21;0,41;;6,66;Data er manuelt kontrolleret
26-07-2020 05:00:00;14,76;0,2;0,49;;9,19;Data er manuelt kontrolleret
26-07-2020 04:30:00;9,81;0,2;0,57;;6,19;Data er manuelt kontrolleret
26-07-2020 03:30:00;4,55;0,19;0,36;;4,82;Data er manuelt kontrolleret
26-07-2020 03:00:00;8,1;0,3;0,44;;6,23;Data er manuelt kontrolleret
26-07-2020 02:30:00;11,66;0,2;0,52;;6,49;Data er manuelt kontrolleret
26-07-2020 02:00:00;10,84;0,2;0,36;;7,66;Data er manuelt kontrolleret
26-07-2020 01:30:00;18,94;0,2;0,52;;13,42;Data er manuelt kontrolleret
26-07-2020 01:00:00;14,69;0,21;0,52;;9,92;Data er manuelt kontrolleret
26-07-2020 00:30:00;15,39;0,21;0,55;;9,36;Data er manuelt kontrolleret
26-07-2020 00:00:00;21,9;0,2;0,52;6,87;11,97;Data er manuelt kontrolleret
25-07-2020 23:30:00;15,75;0,21;0,31;;10,34;Data er manuelt kontrolleret
25-07-2020 23:00:00;17,97;0,25;0,41;;11,4;Data er manuelt kontrolleret
25-07-2020 22:30:00;28,53;0,24;0,63;;13,82;Data er manuelt kontrolleret
25-07-2020 22:00:00;91,03;0,26;1,69;;30,25;Data er manuelt kontrolleret
25-07-2020 21:30:00;45,37;0,27;0,71;;27,06;Data er manuelt kontrolleret
25-07-2020 21:00:00;42,39;0,31;0,92;;25,77;Data er manuelt kontrolleret
25-07-2020 20:30:00;44,15;0,28;0,71;;27,55;Data er manuelt kontrolleret
25-07-2020 20:00:00;68,14;0,26;1,08;;32,8;Data er manuelt kontrolleret
25-07-2020 19:30:00;38,95;0,29;0,71;;21,55;Data er manuelt kontrolleret
25-07-2020 19:00:00;76,44;0,36;1,4;;36,23;Data er manuelt kontrolleret
25-07-2020 18:30:00;98,57;0,33;1,67;;34,63;Data er manuelt kontrolleret
25-07-2020 18:00:00;78,89;0,27;1,46;;37,16;Data er manuelt kontrolleret
25-07-2020 17:30:00;35,44;0,26;0,76;;20,87;Data er manuelt kontrolleret
25-07-2020 17:00:00;39,21;0,27;0,87;;24,2;Data er manuelt kontrolleret
25-07-2020 16:30:00;33,01;0,22;0,58;;22,62;Data er manuelt kontrolleret
25-07-2020 16:00:00;27,3;0,26;0,66;;18,56;Data er manuelt kontrolleret
25-07-2020 15:30:00;17,42;0,19;0,47;;11,82;Data er manuelt kontrolleret
25-07-2020 15:00:00;20,81;0,18;0,55;;11,66;Data er manuelt kontrolleret
25-07-2020 14:30:00;23,41;0,2;0,66;;14,73;Data er manuelt kontrolleret
25-07-2020 14:00:00;38,2;0,31;0,79;;23,91;Data er manuelt kontrolleret
25-07-2020 13:30:00;42,58;0,21;0,85;;28,12;Data er manuelt kontrolleret
25-07-2020 13:00:00;34,38;0,19;0,71;;18,44;Data er manuelt kontrolleret
25-07-2020 12:30:00;19,36;0,18;0,53;;12,95;Data er manuelt kontrolleret
25-07-2020 12:00:00;19,72;0,17;0,63;;11,97;Data er manuelt kontrolleret
25-07-2020 11:30:00;21,96;0,14;0,53;;14,42;Data er manuelt kontrolleret
25-07-2020 11:00:00;23,14;0,17;0,55;;14,47;Data er manuelt kontrolleret
25-07-2020 10:30:00;27,03;0,15;0,63;;18,76;Data er manuelt kontrolleret
25-07-2020 10:00:00;12,85;0,17;0,47;;9,65;Data er manuelt kontrolleret
25-07-2020 09:30:00;11,4;0,14;0,47;;8,13;Data er manuelt kontrolleret
25-07-2020 09:00:00;7,68;0,13;0,47;;5,68;Data er manuelt kontrolleret
25-07-2020 08:30:00;6,62;0,13;0,45;;4,56;Data er manuelt kontrolleret
25-07-2020 08:00:00;6,58;0,13;0,39;;4,79;Data er manuelt kontrolleret
25-07-2020 07:30:00;4,47;0,12;0,37;;4;Data er manuelt kontrolleret
25-07-2020 07:00:00;2,06;0,12;0,39;;3,29;Data er manuelt kontrolleret
25-07-2020 06:30:00;6,59;0,13;0,48;;4,88;Data er manuelt kontrolleret
25-07-2020 05:30:00;15,78;0,13;0,53;;7,76;Data er manuelt kontrolleret
25-07-2020 05:00:00;8,01;0,13;0,42;;5,84;Data er manuelt kontrolleret
25-07-2020 04:30:00;7,54;0,12;0,42;;6,77;Data er manuelt kontrolleret
25-07-2020 04:00:00;3,78;0,11;0,34;;4,14;Data er manuelt kontrolleret
25-07-2020 03:30:00;0,61;0,11;0,26;;2,13;Data er manuelt kontrolleret
25-07-2020 03:00:00;1,65;0,12;0,37;;2,99;Data er manuelt kontrolleret
25-07-2020 02:30:00;0,83;0,12;0,29;;2,55;Data er manuelt kontrolleret
25-07-2020 02:00:00;0,05;0,13;0,31;;2,26;Data er manuelt kontrolleret
25-07-2020 01:30:00;0,6;0,13;0,29;;3,2;Data er manuelt kontrolleret
25-07-2020 01:00:00;2,16;0,13;0,29;;4,16;Data er manuelt kontrolleret
25-07-2020 00:30:00;1,7;0,14;0,29;;3,63;Data er manuelt kontrolleret
25-07-2020 00:00:00;3,71;0,14;0,29;5,59;4,61;Data er manuelt kontrolleret
24-07-2020 23:30:00;3,54;0,14;0,32;;5,53;Data er manuelt kontrolleret
24-07-2020 23:00:00;5,66;0,18;0,29;;6,81;Data er manuelt kontrolleret
24-07-2020 22:30:00;5,28;0,15;0,24;;6,24;Data er manuelt kontrolleret
24-07-2020 22:00:00;5,86;0,15;0,29;;6,89;Data er manuelt kontrolleret
24-07-2020 21:30:00;8,59;0,15;0,26;;10,28;Data er manuelt kontrolleret
24-07-2020 21:00:00;15,01;0,18;0,34;;13,87;Data er manuelt kontrolleret
24-07-2020 20:30:00;10,45;0,19;0,37;;10,17;Data er manuelt kontrolleret
24-07-2020 20:00:00;16,59;0,2;0,42;;14,03;Data er manuelt kontrolleret
24-07-2020 19:30:00;21,53;0,2;0,48;;15,44;Data er manuelt kontrolleret
24-07-2020 19:00:00;7,26;0,16;0,4;;6,51;Data er manuelt kontrolleret
24-07-2020 18:30:00;9,69;0,16;0,53;;8,85;Data er manuelt kontrolleret
24-07-2020 18:00:00;13,28;0,15;0,53;;10,05;Data er manuelt kontrolleret
24-07-2020 17:30:00;12,93;0,18;0,48;;10,05;Data er manuelt kontrolleret
24-07-2020 17:00:00;23,69;0,18;0,64;;15,18;Data er manuelt kontrolleret
24-07-2020 16:30:00;49,7;0,22;0,91;;26,87;Data er manuelt kontrolleret
24-07-2020 16:00:00;43,66;0,21;0,96;;22,84;Data er manuelt kontrolleret
24-07-2020 15:30:00;77,88;0,26;1,49;;37,72;Data er manuelt kontrolleret
24-07-2020 15:00:00;116,16;0,26;2,06;;37,53;Data er manuelt kontrolleret
24-07-2020 14:30:00;97,84;0,22;1,84;;39,4;Data er manuelt kontrolleret
24-07-2020 14:00:00;37,17;0,19;0,69;;22,22;Data er manuelt kontrolleret
24-07-2020 13:30:00;13,99;0,16;0,45;;10,02;Data er manuelt kontrolleret
24-07-2020 13:00:00;19,52;0,18;0,53;;12,47;Data er manuelt kontrolleret
24-07-2020 12:30:00;23,68;0,21;0,59;;15,54;Data er manuelt kontrolleret
24-07-2020 12:00:00;19,42;0,19;0,51;;13,58;Data er manuelt kontrolleret
24-07-2020 11:30:00;14,23;0,2;0,56;;10,23;Data er manuelt kontrolleret
24-07-2020 11:00:00;20,67;0,21;0,56;;14,62;Data er manuelt kontrolleret
24-07-2020 10:30:00;13,13;0,19;0,51;;9,69;Data er manuelt kontrolleret
24-07-2020 10:00:00;21,81;0,21;0,59;;14,5;Data er manuelt kontrolleret
24-07-2020 09:30:00;15,9;0,19;0,62;;10,34;Data er manuelt kontrolleret
24-07-2020 09:00:00;15,8;0,19;0,67;;10,58;Data er manuelt kontrolleret
24-07-2020 08:30:00;15,86;0,19;0,54;;10,79;Data er manuelt kontrolleret
24-07-2020 08:00:00;8,58;0,16;0,56;;8,01;Data er manuelt kontrolleret
24-07-2020 07:30:00;9,43;0,15;0,48;;8,5;Data er manuelt kontrolleret
24-07-2020 07:00:00;15,02;0,15;0,48;;10,76;Data er manuelt kontrolleret
24-07-2020 06:30:00;26,34;0,19;0,62;;16,42;Data er manuelt kontrolleret
24-07-2020 06:00:00;30,04;0,19;0,64;;20,29;Data er manuelt kontrolleret
24-07-2020 05:30:00;25,13;0,19;0,7;;16,23;Data er manuelt kontrolleret
24-07-2020 04:30:00;;0,13;0,35;;;Data er manuelt kontrolleret
24-07-2020 04:00:00;;0,14;0,35;;;Data er manuelt kontrolleret
24-07-2020 03:30:00;;0,15;0,35;;;Data er manuelt kontrolleret
24-07-2020 03:00:00;;0,14;0,46;;;Data er manuelt kontrolleret
24-07-2020 02:30:00;;0,15;0,43;;;Data er manuelt kontrolleret
24-07-2020 02:00:00;;0,18;0,38;;;Data er manuelt kontrolleret
24-07-2020 01:30:00;;0,16;0,22;;;Data er manuelt kontrolleret
24-07-2020 01:00:00;4,77;0,15;0,38;;6,13;Data er manuelt kontrolleret
24-07-2020 00:30:00;6,44;0,16;0,46;;6,99;Data er manuelt kontrolleret
24-07-2020 00:00:00;10,01;0,16;0,38;4,23;8,8;Data er manuelt kontrolleret
23-07-2020 23:30:00;10,64;0,16;0,38;;9,18;Data er manuelt kontrolleret
23-07-2020 23:00:00;15,6;0,19;0,44;;10,72;Data er manuelt kontrolleret
23-07-2020 22:30:00;13,19;0,18;0,49;;10,23;Data er manuelt kontrolleret
23-07-2020 22:00:00;31,5;0,22;0,76;;14,32;Data er manuelt kontrolleret
23-07-2020 21:30:00;34,37;0,22;0,65;;22,29;Data er manuelt kontrolleret
23-07-2020 21:00:00;51,47;0,26;0,81;;32,43;Data er manuelt kontrolleret
23-07-2020 20:30:00;44,51;0,26;0,65;;26,18;Data er manuelt kontrolleret
23-07-2020 20:00:00;65,49;0,27;1,05;;32,37;Data er manuelt kontrolleret
23-07-2020 19:30:00;49,6;0,23;0,81;;24,34;Data er manuelt kontrolleret
23-07-2020 19:00:00;42,32;0,32;0,73;;26,18;Data er manuelt kontrolleret
23-07-2020 18:30:00;44,5;0,31;0,89;;29,57;Data er manuelt kontrolleret
23-07-2020 18:00:00;38,02;0,25;0,76;;25,62;Data er manuelt kontrolleret
23-07-2020 17:30:00;14,14;0,2;0,54;;13,75;Data er manuelt kontrolleret
23-07-2020 17:00:00;13,44;0,19;1,37;;14,18;Data er manuelt kontrolleret
23-07-2020 16:30:00;19,41;0,18;0,73;;16,78;Data er manuelt kontrolleret
23-07-2020 16:00:00;30,75;0,18;0,81;;20,51;Data er manuelt kontrolleret
