Data opsamlet af Aarhus Universitet, Institut for Miljoevidenskab <br> Data er kvalitetskontrolleret til 1. april 2021. Data efter denne dato er ikke manuelt kontrolleret og kan indeholde fejl <br>For yderligere information se https://envs.au.dk/faglige-omraader/luftforurening-udledninger-og-effekter/luftforurening/ eller kontakt Thomas Ellermann tel@envs.au.dk <br> <br>Gasser: NO2: Kvælstofdioxid µg/m<sup>3</sup>, NOx: Kvælstofoxider µg/m<sup>3</sup>, O3: Ozon µg/m<sup>3</sup>
Data fra Aalborg Tag
Recorded;NO2;O3;NOx;PM_2.5_Lvs
29-06-2020 18:00:00;4,22;75,34;4,61;;Data er manuelt kontrolleret
29-06-2020 17:30:00;3,64;74,1;4,42;;Data er manuelt kontrolleret
29-06-2020 17:00:00;5,07;72,1;6,92;;Data er manuelt kontrolleret
29-06-2020 16:30:00;7,55;70,52;10,69;;Data er manuelt kontrolleret
29-06-2020 16:00:00;9,96;69,55;13,37;;Data er manuelt kontrolleret
29-06-2020 15:30:00;11,16;75,25;15,26;;Data er manuelt kontrolleret
29-06-2020 15:00:00;10,23;73,45;13,53;;Data er manuelt kontrolleret
29-06-2020 14:30:00;6,73;73,83;8,79;;Data er manuelt kontrolleret
29-06-2020 14:00:00;9,29;75,9;12,28;;Data er manuelt kontrolleret
29-06-2020 13:30:00;7;75,78;9,37;;Data er manuelt kontrolleret
29-06-2020 13:00:00;9,08;70,03;11,74;;Data er manuelt kontrolleret
29-06-2020 12:30:00;6,94;72,98;7,85;;Data er manuelt kontrolleret
29-06-2020 12:00:00;7,65;83,96;9,31;;Data er manuelt kontrolleret
29-06-2020 11:30:00;6,55;84,1;8,66;;Data er manuelt kontrolleret
29-06-2020 11:00:00;7,17;82,31;9,71;;Data er manuelt kontrolleret
29-06-2020 10:30:00;7,23;80,31;9,41;;Data er manuelt kontrolleret
29-06-2020 10:00:00;6,38;78,71;8,44;;Data er manuelt kontrolleret
29-06-2020 09:30:00;5,63;76,33;7,62;;Data er manuelt kontrolleret
29-06-2020 09:00:00;7,25;71,85;10,12;;Data er manuelt kontrolleret
29-06-2020 08:30:00;6,05;70,74;8,56;;Data er manuelt kontrolleret
29-06-2020 08:00:00;8,17;65,23;11,66;;Data er manuelt kontrolleret
29-06-2020 07:30:00;6,84;65,04;9,43;;Data er manuelt kontrolleret
29-06-2020 07:00:00;9,42;58,84;13,16;;Data er manuelt kontrolleret
29-06-2020 06:30:00;8,54;56,39;11,57;;Data er manuelt kontrolleret
29-06-2020 05:30:00;9,5;50,23;12,2;;Data er manuelt kontrolleret
29-06-2020 05:00:00;8,53;49,37;9,93;;Data er manuelt kontrolleret
29-06-2020 04:30:00;6,49;49,42;6,91;;Data er manuelt kontrolleret
29-06-2020 04:00:00;5,57;49,51;5,71;;Data er manuelt kontrolleret
29-06-2020 03:30:00;3,33;52,33;3,11;;Data er manuelt kontrolleret
29-06-2020 03:00:00;3,45;;3,44;;Data er manuelt kontrolleret
29-06-2020 02:30:00;3,64;48,92;3,29;;Data er manuelt kontrolleret
29-06-2020 02:00:00;3;50,46;2,8;;Data er manuelt kontrolleret
29-06-2020 01:30:00;3,29;51,31;3;;Data er manuelt kontrolleret
29-06-2020 01:00:00;3,62;51,72;3,42;;Data er manuelt kontrolleret
29-06-2020 00:30:00;4,85;51,27;4,54;;Data er manuelt kontrolleret
29-06-2020 00:00:00;4,54;53,24;4,23;4,92;Data er manuelt kontrolleret
28-06-2020 23:30:00;7,46;50,4;7,6;;Data er manuelt kontrolleret
28-06-2020 23:00:00;10,07;47,11;9,66;;Data er manuelt kontrolleret
28-06-2020 22:30:00;10,38;49,77;10,26;;Data er manuelt kontrolleret
28-06-2020 22:00:00;7,9;57;7,78;;Data er manuelt kontrolleret
28-06-2020 21:30:00;7,18;61,15;7,24;;Data er manuelt kontrolleret
28-06-2020 21:00:00;4,31;66,12;4,91;;Data er manuelt kontrolleret
28-06-2020 20:30:00;4,93;66,38;5,06;;Data er manuelt kontrolleret
28-06-2020 20:00:00;5,43;68,73;5,7;;Data er manuelt kontrolleret
28-06-2020 19:30:00;3,81;73,01;4,23;;Data er manuelt kontrolleret
28-06-2020 19:00:00;2,73;75,19;2,79;;Data er manuelt kontrolleret
28-06-2020 18:30:00;2,56;74,5;2,46;;Data er manuelt kontrolleret
28-06-2020 18:00:00;2,64;75,68;2,83;;Data er manuelt kontrolleret
28-06-2020 17:30:00;2,41;76,12;2,5;;Data er manuelt kontrolleret
28-06-2020 17:00:00;2,75;75,37;3,12;;Data er manuelt kontrolleret
28-06-2020 16:30:00;3,02;74,88;3,58;;Data er manuelt kontrolleret
28-06-2020 16:00:00;4,74;64,14;5,52;;Data er manuelt kontrolleret
28-06-2020 15:30:00;5,09;61,51;6,33;;Data er manuelt kontrolleret
28-06-2020 15:00:00;4,22;57,03;5,83;;Data er manuelt kontrolleret
28-06-2020 14:30:00;5,61;55,04;6,87;;Data er manuelt kontrolleret
28-06-2020 14:00:00;4,85;56,92;5,87;;Data er manuelt kontrolleret
28-06-2020 13:30:00;4,43;56,32;5,47;;Data er manuelt kontrolleret
28-06-2020 13:00:00;4,55;56,18;5,04;;Data er manuelt kontrolleret
28-06-2020 12:30:00;6,55;54,79;8,41;;Data er manuelt kontrolleret
28-06-2020 12:00:00;4,74;55,38;6,24;;Data er manuelt kontrolleret
28-06-2020 11:30:00;4,82;55,97;5,89;;Data er manuelt kontrolleret
28-06-2020 11:00:00;4,82;58,56;5,47;;Data er manuelt kontrolleret
28-06-2020 10:30:00;4,2;60,55;4,43;;Data er manuelt kontrolleret
28-06-2020 10:00:00;4,39;61,26;5,22;;Data er manuelt kontrolleret
28-06-2020 09:30:00;5,18;63,69;5,95;;Data er manuelt kontrolleret
28-06-2020 09:00:00;4,58;68,19;4,95;;Data er manuelt kontrolleret
28-06-2020 08:30:00;4,24;71,84;4,43;;Data er manuelt kontrolleret
28-06-2020 08:00:00;4,08;76,81;4,53;;Data er manuelt kontrolleret
28-06-2020 07:30:00;3,97;80,18;4,49;;Data er manuelt kontrolleret
28-06-2020 07:00:00;4,49;68,37;5,18;;Data er manuelt kontrolleret
28-06-2020 06:30:00;3,49;66,14;3,68;;Data er manuelt kontrolleret
28-06-2020 06:00:00;3,46;66,87;3,51;;Data er manuelt kontrolleret
28-06-2020 05:30:00;4,17;68,53;4,06;;Data er manuelt kontrolleret
28-06-2020 04:30:00;4,42;77,64;4,25;;Data er manuelt kontrolleret
28-06-2020 04:00:00;5,23;81,57;5;;Data er manuelt kontrolleret
28-06-2020 03:30:00;5,75;81,96;5,85;;Data er manuelt kontrolleret
28-06-2020 03:00:00;5,4;85,63;5,39;;Data er manuelt kontrolleret
28-06-2020 02:30:00;5,73;84,53;5,72;;Data er manuelt kontrolleret
28-06-2020 02:00:00;6,19;;6,06;;Data er manuelt kontrolleret
28-06-2020 01:30:00;6,16;97,55;6,02;;Data er manuelt kontrolleret
28-06-2020 01:00:00;;92,54;;;Data er manuelt kontrolleret
28-06-2020 00:30:00;6,08;90,25;5,7;;Data er manuelt kontrolleret
28-06-2020 00:00:00;5,94;89,64;5,27;6,61;Data er manuelt kontrolleret
27-06-2020 23:30:00;6,94;82,03;6,76;;Data er manuelt kontrolleret
27-06-2020 23:00:00;6,33;88,32;6,18;;Data er manuelt kontrolleret
27-06-2020 22:30:00;6,52;93,31;6,41;;Data er manuelt kontrolleret
27-06-2020 22:00:00;6,13;97,63;6,47;;Data er manuelt kontrolleret
27-06-2020 21:30:00;6,58;98,64;6,72;;Data er manuelt kontrolleret
27-06-2020 21:00:00;6,54;98,05;6,18;;Data er manuelt kontrolleret
27-06-2020 20:30:00;9,29;98,19;9,24;;Data er manuelt kontrolleret
27-06-2020 20:00:00;8,96;102,41;8,85;;Data er manuelt kontrolleret
27-06-2020 19:30:00;6,85;106,53;6,58;;Data er manuelt kontrolleret
27-06-2020 19:00:00;6,14;106,75;6,16;;Data er manuelt kontrolleret
27-06-2020 18:30:00;6,46;109,24;6,66;;Data er manuelt kontrolleret
27-06-2020 18:00:00;5,23;114,92;4,99;;Data er manuelt kontrolleret
27-06-2020 17:30:00;5,83;115,61;5,62;;Data er manuelt kontrolleret
27-06-2020 17:00:00;5,58;116,38;5,7;;Data er manuelt kontrolleret
27-06-2020 16:30:00;4,89;121,65;5,03;;Data er manuelt kontrolleret
27-06-2020 16:00:00;5,9;121,53;6,32;;Data er manuelt kontrolleret
27-06-2020 15:30:00;4,56;121,14;5,18;;Data er manuelt kontrolleret
27-06-2020 15:00:00;5,37;118,55;5,68;;Data er manuelt kontrolleret
27-06-2020 14:30:00;4,81;118,22;5,12;;Data er manuelt kontrolleret
27-06-2020 14:00:00;5,02;114,06;5,35;;Data er manuelt kontrolleret
27-06-2020 13:30:00;4,56;113,07;4,84;;Data er manuelt kontrolleret
27-06-2020 13:00:00;5,38;110,87;6,16;;Data er manuelt kontrolleret
27-06-2020 12:30:00;6,92;105,77;7,86;;Data er manuelt kontrolleret
27-06-2020 12:00:00;5,71;104,86;6,43;;Data er manuelt kontrolleret
27-06-2020 11:30:00;5,73;102,44;6,62;;Data er manuelt kontrolleret
27-06-2020 11:00:00;8,52;102,93;10,34;;Data er manuelt kontrolleret
27-06-2020 10:30:00;6,44;101,99;7,38;;Data er manuelt kontrolleret
27-06-2020 10:00:00;6,04;101,91;6,49;;Data er manuelt kontrolleret
27-06-2020 09:30:00;5,96;100,53;6,65;;Data er manuelt kontrolleret
27-06-2020 09:00:00;6,63;99,39;6,8;;Data er manuelt kontrolleret
27-06-2020 08:30:00;5,36;103,02;5,93;;Data er manuelt kontrolleret
27-06-2020 08:00:00;4,65;104,83;5,09;;Data er manuelt kontrolleret
27-06-2020 07:30:00;5,94;99,02;6,72;;Data er manuelt kontrolleret
27-06-2020 07:00:00;5,6;96,18;6,15;;Data er manuelt kontrolleret
27-06-2020 06:30:00;5,02;91,4;5,26;;Data er manuelt kontrolleret
27-06-2020 06:00:00;10,06;86,04;10,84;;Data er manuelt kontrolleret
27-06-2020 05:30:00;10,41;84,44;11,36;;Data er manuelt kontrolleret
27-06-2020 05:00:00;6,13;89,57;6,32;;Data er manuelt kontrolleret
27-06-2020 04:30:00;6,42;89,37;6,46;;Data er manuelt kontrolleret
27-06-2020 03:30:00;5,79;94,2;5,53;;Data er manuelt kontrolleret
27-06-2020 03:00:00;6,04;92,74;5,92;;Data er manuelt kontrolleret
27-06-2020 02:30:00;6,4;95,46;6,34;;Data er manuelt kontrolleret
27-06-2020 02:00:00;6,31;97,41;5,92;;Data er manuelt kontrolleret
27-06-2020 01:30:00;6,11;101,45;5,57;;Data er manuelt kontrolleret
27-06-2020 01:00:00;5,94;;5,34;;Data er manuelt kontrolleret
27-06-2020 00:30:00;5,96;108,47;5,75;;Data er manuelt kontrolleret
27-06-2020 00:00:00;6,15;108,59;6,07;12,84;Data er manuelt kontrolleret
26-06-2020 23:30:00;12;102,92;11,96;;Data er manuelt kontrolleret
26-06-2020 23:00:00;15,85;94,72;16,4;;Data er manuelt kontrolleret
26-06-2020 22:30:00;12,41;102,74;12,27;;Data er manuelt kontrolleret
26-06-2020 22:00:00;14,5;101,15;14,48;;Data er manuelt kontrolleret
26-06-2020 21:30:00;15,48;102,86;15,29;;Data er manuelt kontrolleret
26-06-2020 21:00:00;8,09;112,73;7,78;;Data er manuelt kontrolleret
26-06-2020 20:30:00;11,33;107,75;11,19;;Data er manuelt kontrolleret
26-06-2020 20:00:00;9,44;108,58;9,42;;Data er manuelt kontrolleret
26-06-2020 19:30:00;7,75;109,29;7,75;;Data er manuelt kontrolleret
26-06-2020 19:00:00;5,69;113,6;6;;Data er manuelt kontrolleret
26-06-2020 18:30:00;5,44;113,15;6,15;;Data er manuelt kontrolleret
26-06-2020 18:00:00;5,09;115,79;5,15;;Data er manuelt kontrolleret
26-06-2020 17:30:00;4,79;115,97;5,07;;Data er manuelt kontrolleret
26-06-2020 17:00:00;5,71;116,72;6,48;;Data er manuelt kontrolleret
26-06-2020 16:30:00;5,15;117,88;5,71;;Data er manuelt kontrolleret
26-06-2020 16:00:00;6,86;117,31;7,96;;Data er manuelt kontrolleret
26-06-2020 15:30:00;6,27;116,61;7,13;;Data er manuelt kontrolleret
26-06-2020 15:00:00;6,23;117,47;7,34;;Data er manuelt kontrolleret
26-06-2020 14:30:00;7,21;116;8,21;;Data er manuelt kontrolleret
26-06-2020 14:00:00;7,67;113,02;9,08;;Data er manuelt kontrolleret
26-06-2020 13:30:00;8,65;108,96;10,27;;Data er manuelt kontrolleret
26-06-2020 13:00:00;9,04;103,01;10,77;;Data er manuelt kontrolleret
26-06-2020 12:30:00;9,38;98,36;11,54;;Data er manuelt kontrolleret
26-06-2020 12:00:00;10,67;96,36;13,02;;Data er manuelt kontrolleret
26-06-2020 11:30:00;11,31;93,15;14,5;;Data er manuelt kontrolleret
26-06-2020 11:00:00;10,42;90,83;13,27;;Data er manuelt kontrolleret
26-06-2020 10:30:00;8,38;91,3;10,37;;Data er manuelt kontrolleret
26-06-2020 10:00:00;11,52;88,02;14,5;;Data er manuelt kontrolleret
26-06-2020 09:30:00;11,71;84,89;15,12;;Data er manuelt kontrolleret
26-06-2020 09:00:00;10,31;86,42;13,31;;Data er manuelt kontrolleret
26-06-2020 08:30:00;9,15;85,68;11,43;;Data er manuelt kontrolleret
26-06-2020 08:00:00;8,75;84,49;10,56;;Data er manuelt kontrolleret
26-06-2020 07:30:00;12,21;77,45;15,54;;Data er manuelt kontrolleret
26-06-2020 07:00:00;12,79;74,52;15,6;;Data er manuelt kontrolleret
26-06-2020 06:30:00;20,08;58,34;25,74;;Data er manuelt kontrolleret
26-06-2020 05:30:00;23,18;49,07;26,42;;Data er manuelt kontrolleret
26-06-2020 05:00:00;22,83;48,6;25,28;;Data er manuelt kontrolleret
26-06-2020 04:30:00;20,43;50,67;22,49;;Data er manuelt kontrolleret
26-06-2020 04:00:00;14,46;55,63;15,08;;Data er manuelt kontrolleret
26-06-2020 03:30:00;13,79;57,5;13,74;;Data er manuelt kontrolleret
26-06-2020 03:00:00;11,71;;11,27;;Data er manuelt kontrolleret
26-06-2020 02:30:00;10,35;60,43;10,43;;Data er manuelt kontrolleret
26-06-2020 02:00:00;8,44;64,27;7,98;;Data er manuelt kontrolleret
26-06-2020 01:30:00;7,03;68,58;6,89;;Data er manuelt kontrolleret
26-06-2020 01:00:00;7,69;70,38;7,35;;Data er manuelt kontrolleret
26-06-2020 00:30:00;9,15;71,46;9,1;;Data er manuelt kontrolleret
26-06-2020 00:00:00;9,19;71,68;9,02;12,1;Data er manuelt kontrolleret
25-06-2020 23:30:00;9,77;72,78;9,25;;Data er manuelt kontrolleret
25-06-2020 23:00:00;11,98;69,59;11,87;;Data er manuelt kontrolleret
25-06-2020 22:30:00;13,27;65,68;12,8;;Data er manuelt kontrolleret
25-06-2020 22:00:00;13,65;66,07;13,28;;Data er manuelt kontrolleret
25-06-2020 21:30:00;13,98;68,39;14,01;;Data er manuelt kontrolleret
25-06-2020 21:00:00;12,17;81,09;12,12;;Data er manuelt kontrolleret
25-06-2020 20:30:00;12,06;89,32;11,95;;Data er manuelt kontrolleret
25-06-2020 20:00:00;8,96;97,51;9,01;;Data er manuelt kontrolleret
25-06-2020 19:30:00;5,17;103,95;5,1;;Data er manuelt kontrolleret
25-06-2020 19:00:00;6,05;96,88;6,24;;Data er manuelt kontrolleret
25-06-2020 18:30:00;4,96;92,16;5,35;;Data er manuelt kontrolleret
25-06-2020 18:00:00;5,75;88,08;6,64;;Data er manuelt kontrolleret
25-06-2020 17:30:00;7,94;87,36;9,18;;Data er manuelt kontrolleret
25-06-2020 17:00:00;8,42;87,2;9,95;;Data er manuelt kontrolleret
25-06-2020 16:30:00;9,34;86,75;11,55;;Data er manuelt kontrolleret
25-06-2020 16:00:00;12,38;84,6;16,09;;Data er manuelt kontrolleret
25-06-2020 15:30:00;9,32;88,31;11,47;;Data er manuelt kontrolleret
25-06-2020 15:00:00;10,25;88,23;13,41;;Data er manuelt kontrolleret
25-06-2020 14:30:00;10,71;88,13;13,47;;Data er manuelt kontrolleret
25-06-2020 14:00:00;10,28;90,02;13,05;;Data er manuelt kontrolleret
25-06-2020 13:30:00;9,76;89,39;12,57;;Data er manuelt kontrolleret
25-06-2020 13:00:00;10,61;88,4;13,32;;Data er manuelt kontrolleret
25-06-2020 12:30:00;9,4;91,37;11,93;;Data er manuelt kontrolleret
25-06-2020 12:00:00;9,59;90,92;12,24;;Data er manuelt kontrolleret
25-06-2020 11:30:00;8;89,8;10,45;;Data er manuelt kontrolleret
25-06-2020 11:00:00;7,52;85,49;9,99;;Data er manuelt kontrolleret
25-06-2020 10:30:00;12,81;79,55;16,24;;Data er manuelt kontrolleret
25-06-2020 10:00:00;24,6;66,64;36,79;;Data er manuelt kontrolleret
25-06-2020 09:30:00;9,67;78,12;12,07;;Data er manuelt kontrolleret
25-06-2020 09:00:00;11,94;74,64;15,36;;Data er manuelt kontrolleret
25-06-2020 08:30:00;15,54;68,94;20,07;;Data er manuelt kontrolleret
25-06-2020 08:00:00;25,25;56,85;34,18;;Data er manuelt kontrolleret
25-06-2020 07:30:00;29,78;52,32;40,01;;Data er manuelt kontrolleret
25-06-2020 07:00:00;28,93;50,01;37,8;;Data er manuelt kontrolleret
25-06-2020 06:30:00;34,91;50,64;45,84;;Data er manuelt kontrolleret
25-06-2020 06:00:00;32,24;43,46;40,76;;Data er manuelt kontrolleret
25-06-2020 05:30:00;21,64;49,28;26,25;;Data er manuelt kontrolleret
25-06-2020 04:30:00;22,04;27,99;25,79;;Data er manuelt kontrolleret
25-06-2020 04:00:00;8,17;65,35;8,2;;Data er manuelt kontrolleret
25-06-2020 03:30:00;6,69;68,87;6,66;;Data er manuelt kontrolleret
25-06-2020 03:00:00;5,4;73,41;4,97;;Data er manuelt kontrolleret
25-06-2020 02:30:00;6,57;70,68;6,36;;Data er manuelt kontrolleret
25-06-2020 02:00:00;6,53;;6,53;;Data er manuelt kontrolleret
25-06-2020 01:30:00;6,34;79,85;6,17;;Data er manuelt kontrolleret
25-06-2020 01:00:00;5,95;86,65;5,95;;Data er manuelt kontrolleret
25-06-2020 00:30:00;12,98;54,93;12,84;;Data er manuelt kontrolleret
25-06-2020 00:00:00;9,63;77,45;9,57;8,73;Data er manuelt kontrolleret
24-06-2020 23:30:00;13,4;66,91;13,32;;Data er manuelt kontrolleret
24-06-2020 23:00:00;10,8;68,8;10,59;;Data er manuelt kontrolleret
24-06-2020 22:30:00;12,52;71,12;12,05;;Data er manuelt kontrolleret
24-06-2020 22:00:00;11,34;67,82;11,25;;Data er manuelt kontrolleret
24-06-2020 21:30:00;8,05;74,05;7,8;;Data er manuelt kontrolleret
24-06-2020 21:00:00;6,03;78,61;5,92;;Data er manuelt kontrolleret
24-06-2020 20:30:00;5,99;80,44;5,78;;Data er manuelt kontrolleret
24-06-2020 20:00:00;6,38;82,67;6,11;;Data er manuelt kontrolleret
24-06-2020 19:30:00;5,65;87,33;5,59;;Data er manuelt kontrolleret
24-06-2020 19:00:00;7,67;89,04;8,11;;Data er manuelt kontrolleret
24-06-2020 18:30:00;6,4;91,56;6,57;;Data er manuelt kontrolleret
24-06-2020 18:00:00;6,95;94,63;7,59;;Data er manuelt kontrolleret
24-06-2020 17:30:00;10,51;98,7;11,48;;Data er manuelt kontrolleret
24-06-2020 17:00:00;7,22;102,3;7,82;;Data er manuelt kontrolleret
24-06-2020 16:30:00;9,94;101,49;11,06;;Data er manuelt kontrolleret
24-06-2020 16:00:00;19,33;91,84;23,14;;Data er manuelt kontrolleret
24-06-2020 15:30:00;9,5;102,52;10,36;;Data er manuelt kontrolleret
24-06-2020 15:00:00;9,44;104,36;10,36;;Data er manuelt kontrolleret
24-06-2020 14:30:00;7,44;100,26;8,42;;Data er manuelt kontrolleret
24-06-2020 14:00:00;7,01;100,85;8,23;;Data er manuelt kontrolleret
24-06-2020 13:30:00;5,43;93,13;6,21;;Data er manuelt kontrolleret
24-06-2020 13:00:00;6,36;90,51;7,4;;Data er manuelt kontrolleret
24-06-2020 12:30:00;8,38;94,72;9,69;;Data er manuelt kontrolleret
24-06-2020 12:00:00;10,46;94,9;12,77;;Data er manuelt kontrolleret
24-06-2020 11:30:00;7,01;99,67;8,4;;Data er manuelt kontrolleret
24-06-2020 11:00:00;6,36;104,46;7,25;;Data er manuelt kontrolleret
24-06-2020 10:30:00;6,32;104,27;7,13;;Data er manuelt kontrolleret
24-06-2020 10:00:00;7,17;99,12;8,71;;Data er manuelt kontrolleret
24-06-2020 09:30:00;8,09;96,1;9,69;;Data er manuelt kontrolleret
24-06-2020 09:00:00;7,2;97,65;8,23;;Data er manuelt kontrolleret
24-06-2020 08:30:00;7,11;95,63;7,98;;Data er manuelt kontrolleret
24-06-2020 08:00:00;8,4;80,46;10,54;;Data er manuelt kontrolleret
24-06-2020 07:30:00;7,38;79,35;8,6;;Data er manuelt kontrolleret
24-06-2020 07:00:00;11,22;70,66;13,89;;Data er manuelt kontrolleret
24-06-2020 06:30:00;11,86;70,29;14,89;;Data er manuelt kontrolleret
24-06-2020 06:00:00;19,19;53,14;24,53;;Data er manuelt kontrolleret
24-06-2020 05:30:00;20,21;42,3;25,01;;Data er manuelt kontrolleret
24-06-2020 05:00:00;21,02;39,75;25,34;;Data er manuelt kontrolleret
24-06-2020 04:30:00;11,57;47,86;12,7;;Data er manuelt kontrolleret
24-06-2020 03:30:00;7,4;60,36;7,31;;Data er manuelt kontrolleret
24-06-2020 03:00:00;8,28;68,16;7,85;;Data er manuelt kontrolleret
24-06-2020 02:30:00;5,2;77,39;4,94;;Data er manuelt kontrolleret
24-06-2020 02:00:00;4,91;77,57;4,48;;Data er manuelt kontrolleret
24-06-2020 01:30:00;4,95;77,73;4,92;;Data er manuelt kontrolleret
24-06-2020 01:00:00;6,16;;5,67;;Data er manuelt kontrolleret
24-06-2020 00:30:00;7,67;66,57;7,87;;Data er manuelt kontrolleret
24-06-2020 00:00:00;10,76;68,38;11,14;11,01;Data er manuelt kontrolleret
23-06-2020 23:30:00;8,2;74,69;7,79;;Data er manuelt kontrolleret
23-06-2020 23:00:00;6,36;80,13;6,23;;Data er manuelt kontrolleret
23-06-2020 22:30:00;6,53;80,74;6,52;;Data er manuelt kontrolleret
23-06-2020 22:00:00;5,37;86,93;5,27;;Data er manuelt kontrolleret
23-06-2020 21:30:00;7,91;85,65;7,75;;Data er manuelt kontrolleret
23-06-2020 21:00:00;7,01;86,5;6,95;;Data er manuelt kontrolleret
23-06-2020 20:30:00;6,91;85,18;6,66;;Data er manuelt kontrolleret
23-06-2020 20:00:00;6,57;91,78;6,73;;Data er manuelt kontrolleret
23-06-2020 19:30:00;6,34;91,35;6,6;;Data er manuelt kontrolleret
23-06-2020 19:00:00;5,51;92,47;5,68;;Data er manuelt kontrolleret
23-06-2020 18:30:00;4,53;94,44;4,7;;Data er manuelt kontrolleret
23-06-2020 18:00:00;4,2;95,99;4,23;;Data er manuelt kontrolleret
23-06-2020 17:30:00;3,78;95,2;4;;Data er manuelt kontrolleret
23-06-2020 17:00:00;3,85;95,64;4,37;;Data er manuelt kontrolleret
23-06-2020 16:30:00;4,12;92,24;4,97;;Data er manuelt kontrolleret
23-06-2020 16:00:00;4,45;87,7;4,99;;Data er manuelt kontrolleret
23-06-2020 15:30:00;4,39;86,39;4,93;;Data er manuelt kontrolleret
23-06-2020 15:00:00;3,95;82,36;5,16;;Data er manuelt kontrolleret
23-06-2020 14:30:00;4,07;79,16;5,06;;Data er manuelt kontrolleret
23-06-2020 14:00:00;5,24;79,38;6,53;;Data er manuelt kontrolleret
23-06-2020 13:30:00;4,51;79,38;5,55;;Data er manuelt kontrolleret
23-06-2020 13:00:00;5,7;77,79;7,14;;Data er manuelt kontrolleret
23-06-2020 12:30:00;5,68;75,24;7,51;;Data er manuelt kontrolleret
23-06-2020 12:00:00;3,68;73,16;4,41;;Data er manuelt kontrolleret
23-06-2020 11:30:00;3,24;69,63;4,08;;Data er manuelt kontrolleret
23-06-2020 11:00:00;5,8;67,57;7,7;;Data er manuelt kontrolleret
23-06-2020 10:30:00;4,32;68,96;5,93;;Data er manuelt kontrolleret
23-06-2020 10:00:00;5,2;65,57;7,1;;Data er manuelt kontrolleret
23-06-2020 09:30:00;4,62;64,49;6,41;;Data er manuelt kontrolleret
23-06-2020 09:00:00;4,24;63,37;5,78;;Data er manuelt kontrolleret
23-06-2020 08:30:00;4,82;60,8;6,7;;Data er manuelt kontrolleret
23-06-2020 08:00:00;4,68;59,19;6,55;;Data er manuelt kontrolleret
23-06-2020 07:30:00;5,99;57,27;8,3;;Data er manuelt kontrolleret
23-06-2020 07:00:00;5,35;57,82;7,37;;Data er manuelt kontrolleret
23-06-2020 06:30:00;5,22;59,18;6,61;;Data er manuelt kontrolleret
23-06-2020 06:00:00;7,55;57,55;9,65;;Data er manuelt kontrolleret
23-06-2020 05:30:00;8,28;53,53;9,88;;Data er manuelt kontrolleret
23-06-2020 05:00:00;9,76;49,68;12,78;;Data er manuelt kontrolleret
23-06-2020 04:30:00;5,62;54,22;6,01;;Data er manuelt kontrolleret
23-06-2020 03:30:00;1,68;58,42;1,51;;Data er manuelt kontrolleret
23-06-2020 03:00:00;3,66;58,05;3,66;;Data er manuelt kontrolleret
23-06-2020 02:30:00;6,43;55,83;6,15;;Data er manuelt kontrolleret
23-06-2020 02:00:00;;57,79;;;Data er manuelt kontrolleret
23-06-2020 01:30:00;3,18;59,72;2,82;;Data er manuelt kontrolleret
23-06-2020 01:00:00;3,16;;2,91;;Data er manuelt kontrolleret
23-06-2020 00:30:00;2,89;60,37;2,49;;Data er manuelt kontrolleret
23-06-2020 00:00:00;4,89;60,09;4,61;8,97;Data er manuelt kontrolleret
22-06-2020 23:30:00;4,99;60,07;4,76;;Data er manuelt kontrolleret
22-06-2020 23:00:00;4,35;60,52;4,16;;Data er manuelt kontrolleret
22-06-2020 22:30:00;3,39;62,8;2,66;;Data er manuelt kontrolleret
22-06-2020 22:00:00;1,83;65,28;1,47;;Data er manuelt kontrolleret
22-06-2020 21:30:00;2,14;64,73;2,15;;Data er manuelt kontrolleret
22-06-2020 21:00:00;2,12;65,57;1,8;;Data er manuelt kontrolleret
22-06-2020 20:30:00;2,47;65,53;2,63;;Data er manuelt kontrolleret
22-06-2020 20:00:00;3,31;64,34;2,99;;Data er manuelt kontrolleret
22-06-2020 19:30:00;2,85;64,04;3,28;;Data er manuelt kontrolleret
22-06-2020 19:00:00;2,2;61,96;2,34;;Data er manuelt kontrolleret
22-06-2020 18:30:00;2,1;60,43;2,53;;Data er manuelt kontrolleret
22-06-2020 18:00:00;1,93;60,34;2,16;;Data er manuelt kontrolleret
22-06-2020 17:30:00;2,37;61,79;2,63;;Data er manuelt kontrolleret
22-06-2020 17:00:00;2,25;62,38;3,17;;Data er manuelt kontrolleret
22-06-2020 16:30:00;2,29;61,48;3,01;;Data er manuelt kontrolleret
22-06-2020 16:00:00;3,31;61,48;4,21;;Data er manuelt kontrolleret
22-06-2020 15:30:00;2,87;64,72;3,42;;Data er manuelt kontrolleret
22-06-2020 15:00:00;2,79;66,11;3,71;;Data er manuelt kontrolleret
22-06-2020 14:30:00;3,76;62,66;4,96;;Data er manuelt kontrolleret
22-06-2020 14:00:00;4,66;62,66;6,44;;Data er manuelt kontrolleret
22-06-2020 13:30:00;5,49;63,15;7,61;;Data er manuelt kontrolleret
22-06-2020 13:00:00;4,52;64,35;6,23;;Data er manuelt kontrolleret
22-06-2020 12:30:00;5,18;66,33;8,15;;Data er manuelt kontrolleret
22-06-2020 12:00:00;7,55;64,66;11,23;;Data er manuelt kontrolleret
22-06-2020 11:30:00;5,85;66,43;6,86;;Data er manuelt kontrolleret
