Recorded;CO;NO2;SO2;NOx
04-01-2022 17:30:00;0.22;13.23;0.37;24.21
04-01-2022 17:00:00;0.2;9.72;0.4;18.03
04-01-2022 16:30:00;0.24;18.26;0.67;29.66
04-01-2022 16:00:00;0.31;29.49;0.77;57.39
04-01-2022 15:30:00;0.31;27.85;0.8;50.78
04-01-2022 15:00:00;0.3;24.33;0.88;44.64
04-01-2022 14:30:00;0.24;23.31;0.75;44.7
04-01-2022 14:00:00;0.26;24.37;0.8;47.54
04-01-2022 13:30:00;0.23;24.17;0.82;43.91
04-01-2022 13:00:00;0.21;17.6;0.67;31.75
04-01-2022 12:30:00;0.21;16.56;0.69;30.96
04-01-2022 12:00:00;0.23;24.48;0.64;44.24
04-01-2022 11:30:00;0.23;19.39;0.4;35.04
04-01-2022 11:00:00;0.2;22.47;0.45;39.91
04-01-2022 10:30:00;0.2;21.48;0.45;37.6
04-01-2022 10:00:00;0.2;25.91;0.72;45.36
04-01-2022 09:30:00;0.23;33.12;0.77;57.57
04-01-2022 09:00:00;0.21;24.59;0.35;38.9
04-01-2022 08:30:00;0.21;25.99;0.13;42.63
04-01-2022 08:00:00;0.19;18.34;0.16;30.68
04-01-2022 07:30:00;0.23;24.75;0.56;45.44
04-01-2022 07:00:00;0.21;24.67;0.45;43.22
04-01-2022 06:30:00;0.22;19.76;0.43;33.3
04-01-2022 06:00:00;0.21;20.87;0.48;42.94
04-01-2022 05:30:00;0.19;11.78;0.24;19.95
04-01-2022 05:00:00;0.19;8.64;0.19;14.23
04-01-2022 04:30:00;0.17;11.23;0.11;14.25
04-01-2022 03:30:00;0.08;2.89;0.9;5.53
04-01-2022 03:00:00;0.08;3.12;0.9;5.11
04-01-2022 02:30:00;0.1;3.04;0.77;5.76
04-01-2022 02:00:00;0.09;1.66;0.72;3.02
04-01-2022 01:30:00;0.09;2.16;0.75;4.07
04-01-2022 01:00:00;0.09;2.24;0.59;3.12
04-01-2022 00:30:00;0.09;2.37;0.59;4.25
04-01-2022 00:00:00;0.09;1.19;0.72;2.75
03-01-2022 23:30:00;0.1;3.67;0.67;6.2
03-01-2022 23:00:00;0.12;3.69;0.59;6.64
03-01-2022 22:30:00;0.12;4.57;0.67;7.63
03-01-2022 22:00:00;0.14;5.37;0.67;8.28
03-01-2022 21:30:00;0.13;6.01;0.53;9.7
03-01-2022 21:00:00;0.13;6.75;0.48;9.94
03-01-2022 20:30:00;0.15;6.5;0.53;10.67
03-01-2022 20:00:00;0.13;6.43;0.51;10.19
03-01-2022 19:30:00;0.14;4.42;0.59;7.98
03-01-2022 19:00:00;0.16;4.42;0.51;7.98
03-01-2022 18:30:00;0.15;4.65;0.48;7.34
03-01-2022 18:00:00;0.17;5.55;0.67;9.85
03-01-2022 17:30:00;0.16;6.73;0.67;11.86
03-01-2022 17:00:00;0.17;7.13;0.67;13.18
03-01-2022 16:30:00;0.16;9.47;0.56;15.55
03-01-2022 16:00:00;0.17;7.42;0.64;13.48
03-01-2022 15:30:00;0.17;7.75;0.53;16.12
03-01-2022 15:00:00;0.17;10.16;0.64;17.58
03-01-2022 14:30:00;0.17;9.07;0.56;16.01
03-01-2022 14:00:00;0.17;8.59;0.64;15.63
03-01-2022 13:30:00;0.17;9.56;0.53;16.98
03-01-2022 13:00:00;0.16;8.01;0.51;15.64
03-01-2022 12:30:00;0.17;9.2;0.48;16.52
03-01-2022 12:00:00;0.16;7.0;0.48;11.86
03-01-2022 11:30:00;0.17;7.86;0.48;13.54
03-01-2022 11:00:00;0.17;6.41;0.51;11.93
03-01-2022 10:30:00;0.17;9.01;0.56;15.85
03-01-2022 10:00:00;0.16;8.38;0.51;13.1
03-01-2022 09:30:00;0.16;7.82;0.56;13.79
03-01-2022 09:00:00;0.16;10.23;0.29;16.35
03-01-2022 08:30:00;0.16;14.36;0.37;21.63
03-01-2022 08:00:00;0.17;13.33;0.48;21.71
03-01-2022 07:30:00;0.21;15.43;0.56;25.38
03-01-2022 07:00:00;0.19;12.53;0.43;21.06
03-01-2022 06:30:00;0.19;19.6;0.32;30.79
03-01-2022 05:30:00;0.15;11.21;0.69;16.06
03-01-2022 05:00:00;0.13;4.61;0.72;7.29
03-01-2022 04:30:00;0.14;6.52;0.72;8.05
03-01-2022 04:00:00;0.14;3.48;0.72;4.28
03-01-2022 03:30:00;0.15;3.61;0.69;5.07
03-01-2022 03:00:00;0.15;3.02;0.77;4.57
03-01-2022 02:30:00;0.13;2.33;0.69;3.65
03-01-2022 02:00:00;0.13;2.73;0.67;3.12
03-01-2022 01:30:00;0.13;2.2;0.77;2.73
03-01-2022 00:30:00;0.12;2.49;0.48;3.33
03-01-2022 00:00:00;0.13;1.84;0.45;3.14
02-01-2022 23:30:00;0.15;2.81;0.37;3.94
02-01-2022 23:00:00;0.16;4.21;0.32;5.34
02-01-2022 22:30:00;0.15;4.42;0.37;5.97
02-01-2022 22:00:00;0.15;4.93;0.35;6.73
02-01-2022 21:30:00;0.16;4.3;0.51;7.27
02-01-2022 21:00:00;0.16;4.82;0.32;7.13
02-01-2022 20:30:00;0.16;5.91;0.37;8.51
02-01-2022 20:00:00;0.17;7.46;0.37;11.36
02-01-2022 19:30:00;0.17;6.45;0.32;9.03
02-01-2022 19:00:00;0.19;7.31;0.29;9.96
02-01-2022 18:30:00;0.19;7.54;0.32;12.64
02-01-2022 18:00:00;0.19;8.49;0.51;12.7
02-01-2022 17:30:00;0.2;8.41;0.37;12.58
02-01-2022 17:00:00;0.2;10.58;0.35;14.27
02-01-2022 16:30:00;0.21;10.81;0.48;15.85
02-01-2022 16:00:00;0.2;15.15;0.56;24.15
02-01-2022 15:30:00;0.23;15.19;0.64;23.24
02-01-2022 15:00:00;0.23;16.12;0.48;26.43
02-01-2022 14:30:00;0.23;18.61;0.53;29.8
02-01-2022 14:00:00;0.21;18.07;0.51;29.18
02-01-2022 13:30:00;0.21;13.94;0.48;20.73
02-01-2022 13:00:00;0.19;11.86;0.35;17.81
02-01-2022 12:30:00;0.2;14.57;0.45;22.68
02-01-2022 12:00:00;0.23;11.7;0.56;18.11
02-01-2022 11:30:00;0.17;9.35;0.35;12.39
02-01-2022 11:00:00;0.16;7.55;0.37;11.07
02-01-2022 10:30:00;0.16;7.34;0.24;10.31
02-01-2022 10:00:00;0.17;8.55;0.24;12.93
02-01-2022 09:30:00;0.16;6.2;0.24;9.28
02-01-2022 09:00:00;0.17;7.21;0.21;9.54
02-01-2022 08:30:00;0.16;5.3;0.24;7.31
02-01-2022 08:00:00;0.15;5.51;0.29;6.81
02-01-2022 07:30:00;0.16;4.51;0.13;6.2
02-01-2022 07:00:00;0.16;4.63;0.19;5.2
02-01-2022 06:30:00;0.17;5.97;0.24;8.53
02-01-2022 06:00:00;0.16;4.69;0.19;6.04
02-01-2022 05:30:00;0.16;5.58;0.27;7.08
02-01-2022 04:30:00;0.16;5.05;0.08;6.06
02-01-2022 04:00:00;0.23;5.01;0.0;6.48
02-01-2022 03:30:00;0.24;4.49;0.0;6.25
02-01-2022 03:00:00;0.24;4.9;0.0;6.31
02-01-2022 02:30:00;0.23;5.41;0.05;6.83
02-01-2022 02:00:00;0.23;5.07;0.03;6.23
02-01-2022 01:30:00;0.22;4.86;0.13;6.73
02-01-2022 01:00:00;0.23;5.16;0.13;6.66
02-01-2022 00:30:00;0.23;6.29;0.27;8.05
02-01-2022 00:00:00;0.23;6.35;0.37;8.55
01-01-2022 23:30:00;0.24;6.75;0.29;9.62
01-01-2022 23:00:00;0.26;8.07;0.35;11.61
01-01-2022 22:30:00;0.23;9.52;0.43;15.36
01-01-2022 22:00:00;0.24;8.55;0.43;12.78
01-01-2022 21:30:00;0.26;11.34;0.37;18.36
01-01-2022 21:00:00;0.28;17.75;0.51;29.93
01-01-2022 20:30:00;0.27;14.06;0.53;24.94
01-01-2022 20:00:00;0.29;14.65;0.53;25.97
01-01-2022 19:30:00;0.28;16.7;0.59;27.14
01-01-2022 19:00:00;0.33;24.58;0.88;49.19
01-01-2022 18:30:00;0.33;17.29;0.9;45.61
01-01-2022 18:00:00;0.28;12.68;0.82;30.37
01-01-2022 17:30:00;0.27;13.14;0.51;33.6
01-01-2022 17:00:00;0.26;12.09;0.37;28.63
01-01-2022 16:30:00;0.26;11.93;0.45;31.75
01-01-2022 16:00:00;0.3;13.77;0.56;41.1
01-01-2022 15:30:00;0.26;14.97;0.67;38.29
01-01-2022 15:00:00;0.28;14.57;0.61;37.24
01-01-2022 14:30:00;0.34;19.91;0.88;59.69
01-01-2022 14:00:00;0.26;12.01;0.56;36.95
01-01-2022 13:30:00;0.23;11.63;0.53;35.3
01-01-2022 13:00:00;0.23;11.88;0.24;30.29
01-01-2022 12:30:00;0.21;12.97;0.27;29.61
01-01-2022 12:00:00;0.26;17.98;0.37;38.63
01-01-2022 11:30:00;0.22;16.41;0.35;37.81
01-01-2022 11:00:00;0.24;17.69;0.29;36.68
01-01-2022 10:30:00;0.19;17.37;0.21;28.61
01-01-2022 10:00:00;0.16;9.75;0.13;13.92
01-01-2022 09:30:00;0.14;4.8;0.05;7.8
01-01-2022 09:00:00;0.16;8.34;0.13;11.23
01-01-2022 08:30:00;0.16;5.57;0.08;7.23
01-01-2022 08:00:00;0.14;6.29;0.11;7.34
01-01-2022 07:30:00;0.14;3.39;0.0;5.97
01-01-2022 07:00:00;0.14;4.8;0.0;7.13
01-01-2022 06:30:00;0.14;4.11;0.16;6.2
01-01-2022 06:00:00;0.16;4.51;0.11;6.2
01-01-2022 05:30:00;0.16;3.5;0.16;5.7
01-01-2022 05:00:00;0.17;8.7;0.19;10.1
01-01-2022 04:30:00;0.16;6.83;0.27;8.45
01-01-2022 03:30:00;0.13;5.58;0.21;7.11
01-01-2022 03:00:00;0.13;7.69;0.19;10.82
01-01-2022 02:30:00;0.15;5.81;0.11;9.43
01-01-2022 02:00:00;0.13;3.27;0.21;5.89
01-01-2022 01:30:00;0.13;3.9;0.29;7.42
01-01-2022 01:00:00;0.16;5.91;0.45;8.24
01-01-2022 00:30:00;0.17;7.25;0.75;10.77
01-01-2022 00:00:00;0.21;24.04;2.66;52.82
31-12-2021 23:30:00;0.13;4.97;0.16;9.39
31-12-2021 23:00:00;0.15;5.66;0.27;8.8
31-12-2021 22:30:00;0.15;3.46;0.21;6.81
31-12-2021 22:00:00;0.16;3.12;0.19;7.0
31-12-2021 21:30:00;0.16;3.52;0.16;6.2
31-12-2021 21:00:00;0.15;4.19;0.24;7.06
31-12-2021 20:30:00;0.15;4.05;0.16;6.77
31-12-2021 20:00:00;0.16;3.08;0.08;4.88
31-12-2021 19:30:00;0.16;3.23;0.19;5.41
31-12-2021 19:00:00;0.19;4.55;0.13;7.32
31-12-2021 18:30:00;0.19;4.72;0.13;6.85
31-12-2021 18:00:00;0.19;5.01;0.05;8.15
31-12-2021 17:30:00;0.19;5.7;0.16;9.41
31-12-2021 17:00:00;0.21;8.3;0.24;13.83
31-12-2021 16:30:00;0.22;7.55;0.16;14.54
31-12-2021 16:00:00;0.23;7.52;0.13;13.69
31-12-2021 15:30:00;0.21;9.45;0.11;16.45
31-12-2021 15:00:00;0.24;10.29;0.16;17.82
31-12-2021 14:30:00;0.22;8.45;0.13;14.34
31-12-2021 14:00:00;0.23;10.54;0.27;18.26
31-12-2021 13:30:00;0.23;11.55;0.13;18.32
31-12-2021 13:00:00;0.23;10.27;0.05;17.88
31-12-2021 12:30:00;0.22;7.8;0.16;13.1
31-12-2021 12:00:00;0.23;9.45;0.27;17.44
31-12-2021 11:30:00;0.21;9.43;0.32;15.4
31-12-2021 11:00:00;0.21;8.15;0.32;15.19
31-12-2021 10:30:00;0.22;8.8;0.19;15.09
31-12-2021 10:00:00;0.19;6.66;0.27;11.69
31-12-2021 09:30:00;0.19;5.58;0.27;9.64
31-12-2021 09:00:00;0.19;8.45;0.27;15.47
31-12-2021 08:30:00;0.17;5.16;0.16;9.41
31-12-2021 08:00:00;0.17;4.38;0.21;6.96
31-12-2021 07:30:00;0.19;7.23;0.19;12.41
31-12-2021 07:00:00;0.17;6.5;0.24;10.06
31-12-2021 06:30:00;0.17;11.55;0.29;17.54
31-12-2021 05:30:00;0.2;3.71;0.0;4.49
31-12-2021 05:00:00;0.19;2.72;0.0;4.67
31-12-2021 04:30:00;0.19;4.26;0.0;4.48
31-12-2021 04:00:00;0.19;2.07;0.0;2.28
31-12-2021 03:30:00;0.19;1.49;0.0;1.22
31-12-2021 03:00:00;0.17;2.01;0.0;1.51
31-12-2021 02:30:00;0.19;2.3;0.0;1.95
31-12-2021 02:00:00;0.17;3.19;0.0;3.42
31-12-2021 01:30:00;0.2;3.0;0.0;2.95
31-12-2021 01:00:00;0.19;2.52;0.0;2.72
31-12-2021 00:30:00;0.2;3.4;0.0;5.49
31-12-2021 00:00:00;0.2;2.91;0.0;2.81
30-12-2021 23:30:00;0.2;2.64;0.0;3.08
30-12-2021 23:00:00;0.21;3.39;0.0;4.88
30-12-2021 22:30:00;0.21;4.36;0.0;6.39
30-12-2021 22:00:00;0.22;4.32;0.0;7.57
30-12-2021 21:30:00;0.22;5.14;0.0;7.96
30-12-2021 21:00:00;0.21;5.7;0.0;9.62
30-12-2021 20:30:00;0.22;5.05;0.0;8.26
30-12-2021 20:00:00;0.22;5.66;0.0;9.7
30-12-2021 19:30:00;0.21;6.06;0.0;9.79
30-12-2021 19:00:00;0.22;7.0;0.0;13.02
30-12-2021 18:30:00;0.23;7.08;0.0;12.24
30-12-2021 18:00:00;0.22;7.52;0.0;11.97
30-12-2021 17:30:00;0.23;8.13;0.0;13.94
30-12-2021 17:00:00;0.23;9.6;0.03;14.99
30-12-2021 16:30:00;0.23;9.73;0.0;15.84
30-12-2021 16:00:00;0.23;11.13;0.0;18.47
30-12-2021 15:30:00;0.26;12.34;0.13;20.88
30-12-2021 15:00:00;0.3;19.16;0.19;32.67
30-12-2021 14:30:00;0.27;16.91;0.0;28.78
30-12-2021 14:00:00;0.27;15.09;0.0;24.86
30-12-2021 13:30:00;0.24;16.72;0.21;27.64
30-12-2021 13:00:00;0.27;16.64;0.05;27.48
30-12-2021 12:30:00;0.29;18.91;0.29;33.89
30-12-2021 12:00:00;0.27;19.43;0.16;33.11
30-12-2021 11:30:00;0.27;17.14;0.21;27.41
30-12-2021 11:00:00;0.26;14.1;0.11;22.13
30-12-2021 10:30:00;0.26;14.9;0.35;26.93
30-12-2021 10:00:00;0.23;11.59;0.13;18.88
30-12-2021 09:30:00;0.22;9.18;0.05;15.03
30-12-2021 09:00:00;0.22;11.15;0.11;20.1
30-12-2021 08:30:00;0.2;7.92;0.11;12.85
30-12-2021 08:00:00;0.2;7.86;0.16;14.92
30-12-2021 07:30:00;0.2;7.86;0.19;12.51
30-12-2021 07:00:00;0.19;5.62;0.21;9.89
30-12-2021 06:30:00;0.19;6.6;0.35;9.58
30-12-2021 06:00:00;0.19;6.46;0.35;9.16
30-12-2021 05:30:00;0.21;7.36;0.43;11.21
30-12-2021 04:30:00;0.23;11.69;0.43;14.0
30-12-2021 04:00:00;0.27;11.53;0.48;12.05
30-12-2021 03:30:00;0.28;12.26;0.56;12.78
30-12-2021 03:00:00;0.3;12.45;0.37;13.94
30-12-2021 02:30:00;0.33;13.48;0.35;14.21
30-12-2021 02:00:00;0.34;13.12;0.45;16.56
30-12-2021 01:30:00;0.36;13.41;0.53;17.63
30-12-2021 01:00:00;0.38;13.92;0.48;17.06
30-12-2021 00:30:00;0.41;14.54;0.61;31.84
30-12-2021 00:00:00;0.4;15.41;0.72;36.51
29-12-2021 23:30:00;0.43;22.45;0.53;45.82
29-12-2021 23:00:00;0.41;19.87;0.43;35.23
29-12-2021 22:30:00;0.37;16.28;0.61;31.75
29-12-2021 22:00:00;0.42;17.12;0.77;44.22
29-12-2021 21:30:00;0.42;22.24;0.75;50.13
29-12-2021 21:00:00;0.41;19.87;0.64;40.85
29-12-2021 20:30:00;0.42;18.26;0.56;34.71
29-12-2021 20:00:00;0.49;20.85;0.82;47.28
29-12-2021 19:30:00;0.56;22.09;0.88;61.56
29-12-2021 19:00:00;0.57;26.51;0.8;56.57
29-12-2021 18:30:00;0.55;22.55;0.82;55.02
29-12-2021 18:00:00;0.48;13.58;1.22;64.76
29-12-2021 17:30:00;0.61;30.81;1.49;99.11
29-12-2021 17:00:00;0.61;36.05;1.36;108.74
29-12-2021 16:30:00;0.65;40.18;1.81;137.18
29-12-2021 16:00:00;0.63;56.09;1.92;155.45
29-12-2021 15:30:00;0.65;37.66;1.38;124.87
29-12-2021 15:00:00;0.75;43.62;1.62;127.95
29-12-2021 14:30:00;0.64;39.51;1.78;128.81
29-12-2021 14:00:00;0.85;35.67;2.63;184.61
29-12-2021 13:30:00;0.63;40.01;1.38;127.07
29-12-2021 13:00:00;0.65;42.71;1.6;157.51
29-12-2021 12:30:00;0.79;46.49;2.31;189.15
29-12-2021 12:00:00;0.65;42.94;1.94;140.43
29-12-2021 11:30:00;0.56;37.24;1.62;113.91
29-12-2021 11:00:00;0.55;53.32;1.86;141.7
29-12-2021 10:30:00;0.64;50.36;1.84;140.01
29-12-2021 10:00:00;0.54;42.88;2.29;158.13
29-12-2021 09:30:00;0.56;52.82;2.61;196.09
29-12-2021 09:00:00;0.56;44.18;2.24;169.05
29-12-2021 08:30:00;0.47;41.83;1.46;128.77
29-12-2021 08:00:00;0.43;51.29;1.6;138.37
29-12-2021 07:30:00;0.57;33.62;1.57;115.9
29-12-2021 07:00:00;0.5;40.53;1.84;136.99
29-12-2021 06:30:00;0.4;31.82;0.88;70.63
29-12-2021 06:00:00;0.42;14.11;0.85;51.33
29-12-2021 05:30:00;0.4;16.81;0.37;29.09
29-12-2021 05:00:00;0.37;14.67;0.43;26.49
29-12-2021 04:30:00;0.41;19.79;0.35;25.42
29-12-2021 03:30:00;0.47;12.91;0.03;16.75
29-12-2021 03:00:00;0.45;14.67;0.21;21.34
29-12-2021 02:30:00;0.47;15.09;0.05;21.4
29-12-2021 02:00:00;0.49;19.55;0.27;28.42
29-12-2021 01:30:00;0.5;23.6;0.27;32.9
29-12-2021 01:00:00;0.52;25.93;0.51;42.38
29-12-2021 00:30:00;0.52;33.91;0.75;68.98
29-12-2021 00:00:00;0.51;27.69;0.48;43.68
28-12-2021 23:30:00;0.54;25.44;0.61;54.93
28-12-2021 23:00:00;0.66;36.17;1.22;96.72
28-12-2021 22:30:00;0.56;30.43;1.2;83.61
28-12-2021 22:00:00;0.57;31.12;1.36;93.58
28-12-2021 21:30:00;0.56;27.81;0.82;60.72
28-12-2021 21:00:00;0.59;40.12;1.12;88.89
28-12-2021 20:30:00;0.52;32.8;1.06;86.41
28-12-2021 20:00:00;0.63;37.39;1.44;103.73
28-12-2021 19:30:00;0.65;33.99;1.46;110.06
28-12-2021 19:00:00;0.63;32.84;1.6;90.19
28-12-2021 18:30:00;0.56;28.86;1.01;67.01
28-12-2021 18:00:00;0.59;37.68;1.09;85.53
28-12-2021 17:30:00;0.55;31.79;1.12;76.35
28-12-2021 17:00:00;0.65;32.65;1.57;108.73
28-12-2021 16:30:00;0.69;37.22;1.76;119.13
28-12-2021 16:00:00;0.62;30.98;1.41;89.03
28-12-2021 15:30:00;0.56;26.32;0.96;74.28
28-12-2021 15:00:00;0.58;31.21;1.2;86.52
28-12-2021 14:30:00;0.55;21.21;0.88;60.24
28-12-2021 14:00:00;0.61;34.85;1.62;97.63
28-12-2021 13:30:00;0.57;54.77;2.34;125.56
28-12-2021 13:00:00;0.57;37.98;1.44;91.69
28-12-2021 12:30:00;0.56;32.15;1.3;81.7
28-12-2021 12:00:00;0.51;35.92;1.38;91.74
28-12-2021 11:30:00;0.5;27.67;1.2;74.03
28-12-2021 11:00:00;0.5;23.6;0.96;59.42
28-12-2021 10:30:00;0.45;22.28;0.59;43.28
28-12-2021 10:00:00;0.47;17.73;0.8;46.26
28-12-2021 09:30:00;0.43;18.51;0.93;40.35
28-12-2021 09:00:00;0.43;20.22;1.04;48.96
28-12-2021 08:30:00;0.41;18.99;0.8;36.32
28-12-2021 08:00:00;0.41;18.65;0.75;33.99
28-12-2021 07:30:00;0.49;22.59;0.8;50.87
28-12-2021 07:00:00;0.38;18.15;0.48;34.71
28-12-2021 06:30:00;0.4;14.25;0.32;29.07
28-12-2021 05:30:00;0.41;12.3;0.48;17.33
28-12-2021 05:00:00;0.4;9.03;0.32;12.85
28-12-2021 04:30:00;0.4;8.03;0.43;10.35
28-12-2021 04:00:00;0.4;10.38;0.59;14.4
28-12-2021 03:30:00;0.38;9.64;0.43;10.27
28-12-2021 03:00:00;0.38;8.07;0.4;9.68
28-12-2021 02:30:00;0.38;8.26;0.32;14.29
28-12-2021 02:00:00;0.4;8.57;0.16;10.56
28-12-2021 01:30:00;0.36;7.17;0.21;9.6
28-12-2021 01:00:00;0.34;5.05;0.32;15.01
28-12-2021 00:30:00;0.31;7.23;0.0;11.11
28-12-2021 00:00:00;0.31;6.22;0.08;10.6
27-12-2021 23:30:00;0.31;8.43;0.24;11.49
27-12-2021 23:00:00;0.36;12.57;0.27;21.17
27-12-2021 22:30:00;0.33;8.82;0.4;19.11
27-12-2021 22:00:00;0.33;9.52;0.53;21.99
27-12-2021 21:30:00;0.33;11.65;0.88;23.28
27-12-2021 21:00:00;0.3;9.45;1.17;18.76
27-12-2021 20:30:00;0.3;12.39;1.3;21.21
27-12-2021 20:00:00;0.33;12.66;1.04;21.97
27-12-2021 19:30:00;0.31;15.63;1.04;26.81
27-12-2021 19:00:00;0.29;9.33;1.09;24.21
27-12-2021 18:30:00;0.35;17.5;1.2;40.87
27-12-2021 18:00:00;0.3;14.02;1.41;37.31
27-12-2021 17:30:00;0.33;24.81;1.46;47.6
27-12-2021 17:00:00;0.33;22.13;1.57;47.18
27-12-2021 16:30:00;0.38;28.94;1.81;67.01
27-12-2021 16:00:00;0.35;40.22;1.73;101.19
27-12-2021 15:30:00;0.34;30.93;1.44;87.52
27-12-2021 15:00:00;0.35;30.1;1.33;70.51
27-12-2021 14:30:00;0.35;21.13;1.12;49.07
27-12-2021 14:00:00;0.34;31.36;1.25;69.81
27-12-2021 13:30:00;0.27;19.14;1.06;45.46
27-12-2021 13:00:00;0.29;25.63;1.17;57.3
27-12-2021 12:30:00;0.28;25.74;0.93;53.72
27-12-2021 12:00:00;0.31;27.46;0.9;57.6
27-12-2021 11:30:00;0.29;23.62;0.88;52.48
27-12-2021 11:00:00;0.24;24.06;0.69;52.42
27-12-2021 10:30:00;0.27;23.73;0.69;51.16
27-12-2021 10:00:00;0.24;29.74;1.06;79.69
27-12-2021 09:30:00;0.22;27.14;0.56;52.78
27-12-2021 09:00:00;0.21;23.52;0.48;40.89
27-12-2021 08:30:00;0.23;24.12;0.61;44.14
27-12-2021 08:00:00;0.22;27.46;0.72;55.56
27-12-2021 07:30:00;0.33;41.1;0.82;87.08
27-12-2021 07:00:00;0.21;24.04;0.51;48.96
27-12-2021 06:30:00;0.27;32.99;0.72;71.87
27-12-2021 06:00:00;0.21;25.19;0.72;53.97
27-12-2021 05:30:00;0.24;14.76;0.21;26.66
27-12-2021 04:30:00;0.23;15.32;0.45;28.74
27-12-2021 04:00:00;0.22;12.68;0.45;16.37
27-12-2021 03:30:00;0.23;14.73;0.48;18.0
27-12-2021 02:30:00;0.29;18.03;0.32;27.02
27-12-2021 02:00:00;0.28;17.46;0.32;21.31
27-12-2021 01:30:00;0.27;18.34;0.37;24.29
27-12-2021 01:00:00;0.29;22.64;0.45;34.1
27-12-2021 00:30:00;0.26;20.22;0.37;33.33
27-12-2021 00:00:00;0.3;26.74;0.4;37.5
26-12-2021 23:30:00;0.36;32.11;0.51;50.22
26-12-2021 23:00:00;0.44;49.0;0.93;97.42
26-12-2021 22:30:00;0.42;51.58;1.04;117.37
26-12-2021 22:00:00;0.43;46.4;0.51;89.77
26-12-2021 21:30:00;0.4;57.36;1.04;119.09
26-12-2021 21:00:00;0.37;53.07;0.82;106.03
26-12-2021 20:30:00;0.38;53.19;1.22;116.95
26-12-2021 20:00:00;0.45;55.75;1.25;127.83
26-12-2021 19:30:00;0.47;58.64;1.04;122.19
26-12-2021 19:00:00;0.52;67.32;1.68;165.6
26-12-2021 18:30:00;0.65;70.86;1.62;156.58
26-12-2021 18:00:00;0.49;71.34;1.3;143.63
26-12-2021 17:30:00;0.47;62.31;1.09;119.59
26-12-2021 17:00:00;0.5;71.74;1.76;179.2
26-12-2021 16:30:00;0.49;59.52;1.14;125.77
26-12-2021 16:00:00;0.44;65.6;1.41;136.92
26-12-2021 15:30:00;0.42;56.71;0.98;104.8
26-12-2021 15:00:00;0.48;58.85;1.38;125.35
26-12-2021 14:30:00;0.45;57.36;1.73;140.07
26-12-2021 14:00:00;0.56;67.74;3.25;243.35
26-12-2021 13:30:00;0.85;74.26;4.55;346.95
26-12-2021 13:00:00;0.69;61.7;3.54;264.48
26-12-2021 12:30:00;1.05;79.77;4.55;343.75
26-12-2021 12:00:00;0.91;67.13;3.67;262.7
26-12-2021 11:30:00;0.7;67.28;3.33;248.11
26-12-2021 11:00:00;0.76;66.82;3.43;264.42
26-12-2021 10:30:00;0.5;59.06;2.63;201.58
26-12-2021 10:00:00;0.43;49.04;1.84;132.61
26-12-2021 09:30:00;0.37;48.29;1.52;113.85
26-12-2021 09:00:00;0.3;46.13;1.17;106.62
26-12-2021 08:30:00;0.31;42.13;1.14;86.29
26-12-2021 08:00:00;0.31;40.98;0.69;72.41
26-12-2021 07:30:00;0.29;41.77;1.28;100.6
26-12-2021 07:00:00;0.28;44.37;0.96;90.48
26-12-2021 06:30:00;0.27;43.3;1.3;112.57
26-12-2021 06:00:00;0.23;32.95;0.8;63.11
26-12-2021 05:30:00;0.22;22.62;0.67;48.2
26-12-2021 05:00:00;0.22;28.82;0.4;44.6
26-12-2021 04:30:00;0.24;27.2;0.35;38.88
26-12-2021 03:30:00;0.26;30.91;0.51;50.32
26-12-2021 03:00:00;0.27;21.06;0.43;32.53
26-12-2021 02:30:00;0.29;17.98;0.37;28.46
26-12-2021 02:00:00;0.29;27.56;0.51;43.47
26-12-2021 01:30:00;0.33;24.31;0.48;41.31
26-12-2021 01:00:00;0.35;43.15;0.88;83.37
26-12-2021 00:30:00;0.34;50.53;1.17;108.9
26-12-2021 00:00:00;0.41;42.4;1.01;100.5
25-12-2021 23:30:00;0.34;29.7;0.37;45.75
25-12-2021 23:00:00;0.62;55.18;2.02;169.85
25-12-2021 22:30:00;0.41;48.33;0.96;94.38
25-12-2021 22:00:00;0.42;56.97;1.3;135.18
25-12-2021 21:30:00;0.49;52.46;1.46;124.6
25-12-2021 21:00:00;0.31;17.54;0.48;38.5
25-12-2021 20:30:00;0.28;10.69;0.21;15.07
25-12-2021 20:00:00;0.27;9.58;0.19;13.56
25-12-2021 19:30:00;0.28;13.12;0.13;18.82
25-12-2021 19:00:00;0.29;13.1;0.13;20.1
25-12-2021 18:30:00;0.29;11.72;0.03;17.5
25-12-2021 18:00:00;0.27;11.04;0.08;15.82
25-12-2021 17:30:00;0.28;11.21;0.16;15.2
25-12-2021 17:00:00;0.28;10.94;0.13;16.37
25-12-2021 16:30:00;0.27;12.34;0.35;16.18
25-12-2021 16:00:00;0.28;11.9;0.37;16.29
25-12-2021 15:30:00;0.28;10.94;0.4;16.35
25-12-2021 15:00:00;0.27;15.61;0.45;23.43
25-12-2021 14:30:00;0.24;11.4;0.53;17.94
25-12-2021 14:00:00;0.23;9.81;0.59;14.82
25-12-2021 13:30:00;0.24;11.69;0.48;18.93
25-12-2021 13:00:00;0.24;14.19;0.59;24.38
25-12-2021 12:30:00;0.23;11.0;0.53;17.02
25-12-2021 12:00:00;0.23;11.49;0.59;18.9
25-12-2021 11:30:00;0.23;8.97;0.53;14.0
25-12-2021 11:00:00;0.23;9.16;0.4;14.32
